N CAMARA,DIRECCION,FECHA,DIA,HORA,PART,TOTAL
329,Luro y Portugal,10/05/2022,miercoles,13 a 14,colectivo,72
329,Luro y Portugal,10/05/2022,miercoles,13 a 14,camiones,60
305,Luro y Pigue,10/05/2022,miercoles,13 a 14,auto,1840
305,Luro y Pigue,10/05/2022,miercoles,13 a 14,moto,172
305,Luro y Pigue,10/05/2022,miercoles,13 a 14,bici,120
305,Luro y Pigue,10/05/2022,miercoles,13 a 14,colectivo,36
305,Luro y Pigue,10/05/2022,miercoles,13 a 14,camiones,72
344,Luro y Estado de Israel,10/05/2022,miercoles,13 a 14,auto,2304
344,Luro y Estado de Israel,10/05/2022,miercoles,13 a 14,moto,200
344,Luro y Estado de Israel,10/05/2022,miercoles,13 a 14,bici,148
344,Luro y Estado de Israel,10/05/2022,miercoles,13 a 14,colectivo,48
344,Luro y Estado de Israel,10/05/2022,miercoles,13 a 14,camiones,68
246,Luro y Errea,10/05/2022,miercoles,13 a 14,auto,1604
246,Luro y Errea,10/05/2022,miercoles,13 a 14,moto,176
246,Luro y Errea,10/05/2022,miercoles,13 a 14,bici,60
246,Luro y Errea,10/05/2022,miercoles,13 a 14,colectivo,40
246,Luro y Errea,10/05/2022,miercoles,13 a 14,camiones,68
56,Luro y Catamarca,10/05/2022,miercoles,13 a 14,auto,1652
56,Luro y Catamarca,10/05/2022,miercoles,13 a 14,moto,216
56,Luro y Catamarca,10/05/2022,miercoles,13 a 14,bici,76
56,Luro y Catamarca,10/05/2022,miercoles,13 a 14,colectivo,160
56,Luro y Catamarca,10/05/2022,miercoles,13 a 14,camiones,48
104,Alberti y San Juan,12/15/2022,jueves,13 a 14,auto,972
104,Alberti y San Juan,12/15/2022,jueves,13 a 14,moto,84
104,Alberti y San Juan,12/15/2022,jueves,13 a 14,bici,30
104,Alberti y San Juan,12/15/2022,jueves,13 a 14,colectivo,6
104,Alberti y San Juan,12/15/2022,jueves,13 a 14,camiones,0
436,Luro y Cordoba,10/05/2022,miercoles,13 a 14,auto,900
436,Luro y Cordoba,10/05/2022,miercoles,13 a 14,moto,100
436,Luro y Cordoba,10/05/2022,miercoles,13 a 14,bici,12
436,Luro y Cordoba,10/05/2022,miercoles,13 a 14,colectivo,112
436,Luro y Cordoba,10/05/2022,miercoles,13 a 14,camiones,12
54,luro y Arturo Alio,10/05/2022,miercoles,13 a 14,auto,1988
54,luro y Arturo Alio,10/05/2022,miercoles,13 a 14,moto,228
54,luro y Arturo Alio,10/05/2022,miercoles,13 a 14,bici,112
54,luro y Arturo Alio,10/05/2022,miercoles,13 a 14,colectivo,64
54,luro y Arturo Alio,10/05/2022,miercoles,13 a 14,camiones,68
11,luro y 14 de julio,10/05/2022,miercoles,13 a 14,auto,1674
11,luro y 14 de julio,10/05/2022,miercoles,13 a 14,moto,132
11,luro y 14 de julio,10/05/2022,miercoles,13 a 14,bici,81
11,luro y 14 de julio,10/05/2022,miercoles,13 a 14,colectivo,78
11,luro y 14 de julio,10/05/2022,miercoles,13 a 14,camiones,24
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,14 a 15,auto,407
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,14 a 15,moto,24
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,14 a 15,bici,0
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,14 a 15,colectivo,0
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,14 a 15,camiones,0
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,15 a 16,auto,246
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,15 a 16,moto,6
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,15 a 16,bici,0
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,15 a 16,colectivo,0
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,15 a 16,camiones,0
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,16 a 17,auto,276
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,16 a 17,moto,6
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,16 a 17,bici,0
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,16 a 17,colectivo,0
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,16 a 17,camiones,0
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,17 a 18,auto,330
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,17 a 18,moto,6
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,17 a 18,bici,0
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,17 a 18,colectivo,0
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,17 a 18,camiones,0
276,Av. Fortunato de la Plaza y Vernet,12/07/2022,miercoles,17 a 18,auto,624
276,Av. Fortunato de la Plaza y Vernet,12/07/2022,miercoles,17 a 18,moto,54
276,Av. Fortunato de la Plaza y Vernet,12/07/2022,miercoles,17 a 18,bici,18
276,Av. Fortunato de la Plaza y Vernet,12/07/2022,miercoles,17 a 18,colectivo,6
276,Av. Fortunato de la Plaza y Vernet,12/07/2022,miercoles,17 a 18,camiones,0
285,Tripulantes Fournier y Edison ,08/05/2023,lunes,18 a 19,auto,1829
285,Tripulantes Fournier y Edison ,08/05/2023,lunes,18 a 19,moto,107
285,Tripulantes Fournier y Edison ,08/05/2023,lunes,18 a 19,bici,32
285,Tripulantes Fournier y Edison ,08/05/2023,lunes,18 a 19,colectivo,20
285,Tripulantes Fournier y Edison ,08/05/2023,lunes,18 a 19,camiones,6
582,San Martin y San Luis,10/05/2022,miercoles,18 a 19,auto,428
582,San Martin y San Luis,10/05/2022,miercoles,18 a 19,moto,18
582,San Martin y San Luis,10/05/2022,miercoles,18 a 19,bici,18
582,San Martin y San Luis,10/05/2022,miercoles,18 a 19,colectivo,2
582,San Martin y San Luis,10/05/2022,miercoles,18 a 19,camiones,2
521,San Luis y Belgrano,10/05/2022,miercoles,18 a 19,auto,940
521,San Luis y Belgrano,10/05/2022,miercoles,18 a 19,moto,196
521,San Luis y Belgrano,10/05/2022,miercoles,18 a 19,bici,148
521,San Luis y Belgrano,10/05/2022,miercoles,18 a 19,colectivo,8
521,San Luis y Belgrano,10/05/2022,miercoles,18 a 19,camiones,0
493,Ruta 11 y Toscana,11/02/2023,jueves,18 a 19,auto,800
493,Ruta 11 y Toscana,11/02/2023,jueves,18 a 19,moto,42
493,Ruta 11 y Toscana,11/02/2023,jueves,18 a 19,bici,16
493,Ruta 11 y Toscana,11/02/2023,jueves,18 a 19,colectivo,24
493,Ruta 11 y Toscana,11/02/2023,jueves,18 a 19,camiones,4
493,Ruta 11 y Toscana,10/31/2022,lunes,18 a 19,auto,660
493,Ruta 11 y Toscana,10/31/2022,lunes,18 a 19,moto,20
493,Ruta 11 y Toscana,10/31/2022,lunes,18 a 19,bici,8
493,Ruta 11 y Toscana,10/31/2022,lunes,18 a 19,colectivo,12
493,Ruta 11 y Toscana,10/31/2022,lunes,18 a 19,camiones,8
493,Ruta 11 y Toscana,01/04/2023,miercoles,18 a 19,auto,1149
493,Ruta 11 y Toscana,01/04/2023,miercoles,18 a 19,moto,39
493,Ruta 11 y Toscana,01/04/2023,miercoles,18 a 19,bici,12
493,Ruta 11 y Toscana,01/04/2023,miercoles,18 a 19,colectivo,30
493,Ruta 11 y Toscana,01/04/2023,miercoles,18 a 19,camiones,9
589,Ruta 11 y Scaglia,02/08/2023,miercoles,18 a 19,auto,1745
589,Ruta 11 y Scaglia,02/08/2023,miercoles,18 a 19,moto,90
589,Ruta 11 y Scaglia,02/08/2023,miercoles,18 a 19,bici,14
589,Ruta 11 y Scaglia,02/08/2023,miercoles,18 a 19,colectivo,32
589,Ruta 11 y Scaglia,02/08/2023,miercoles,18 a 19,camiones,16
684,Ruta 2 y Rotonda Aeroparque,10/31/2022,lunes,18 a 19,auto,1222
684,Ruta 2 y Rotonda Aeroparque,10/31/2022,lunes,18 a 19,moto,56
684,Ruta 2 y Rotonda Aeroparque,10/31/2022,lunes,18 a 19,bici,22
684,Ruta 2 y Rotonda Aeroparque,10/31/2022,lunes,18 a 19,colectivo,24
684,Ruta 2 y Rotonda Aeroparque,10/31/2022,lunes,18 a 19,camiones,74
684,Ruta 2 y Rotonda Aeroparque,01/26/2023,jueves,18 a 19,auto,1478
684,Ruta 2 y Rotonda Aeroparque,01/26/2023,jueves,18 a 19,moto,37
684,Ruta 2 y Rotonda Aeroparque,01/26/2023,jueves,18 a 19,bici,7
684,Ruta 2 y Rotonda Aeroparque,01/26/2023,jueves,18 a 19,colectivo,25
684,Ruta 2 y Rotonda Aeroparque,01/26/2023,jueves,18 a 19,camiones,84
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,18 a 19,auto,198
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,18 a 19,moto,0
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,18 a 19,bici,0
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,18 a 19,colectivo,0
306,Quintana y Patricio Peralta Ramos,12/10/2022,s?bado,18 a 19,camiones,0
304,Luro y Carrillo,11/03/2022,jueves,18 a 19,auto,1146
304,Luro y Carrillo,11/03/2022,jueves,18 a 19,moto,44
304,Luro y Carrillo,11/03/2022,jueves,18 a 19,bici,6
304,Luro y Carrillo,11/03/2022,jueves,18 a 19,colectivo,46
304,Luro y Carrillo,11/03/2022,jueves,18 a 19,camiones,46
304,Luro y Carrillo,10/31/2022,lunes,18 a 19,auto,804
304,Luro y Carrillo,10/31/2022,lunes,18 a 19,moto,33
304,Luro y Carrillo,10/31/2022,lunes,18 a 19,bici,15
304,Luro y Carrillo,10/31/2022,lunes,18 a 19,colectivo,27
304,Luro y Carrillo,10/31/2022,lunes,18 a 19,camiones,30
304,Luro y Carrillo,02/08/2023,miercoles,18 a 19,auto,999
304,Luro y Carrillo,02/08/2023,miercoles,18 a 19,moto,42
304,Luro y Carrillo,02/08/2023,miercoles,18 a 19,bici,24
304,Luro y Carrillo,02/08/2023,miercoles,18 a 19,colectivo,29
304,Luro y Carrillo,02/08/2023,miercoles,18 a 19,camiones,44
585,H.Yrigoyen y Av. Colon ,10/05/2022,miercoles,18 a 19,auto,3366
585,H.Yrigoyen y Av. Colon ,10/05/2022,miercoles,18 a 19,moto,150
585,H.Yrigoyen y Av. Colon ,10/05/2022,miercoles,18 a 19,bici,156
585,H.Yrigoyen y Av. Colon ,10/05/2022,miercoles,18 a 19,colectivo,36
585,H.Yrigoyen y Av. Colon ,10/05/2022,miercoles,18 a 19,camiones,6
519,9 de Julio e H. Yrigoyen,10/05/2022,miercoles,18 a 19,auto,786
519,9 de Julio e H. Yrigoyen,10/05/2022,miercoles,18 a 19,moto,66
519,9 de Julio e H. Yrigoyen,10/05/2022,miercoles,18 a 19,bici,72
519,9 de Julio e H. Yrigoyen,10/05/2022,miercoles,18 a 19,colectivo,0
519,9 de Julio e H. Yrigoyen,10/05/2022,miercoles,18 a 19,camiones,6
547,General paz y Primera Junta,12/07/2022,miercoles,18 a 19,auto,200
547,General paz y Primera Junta,12/07/2022,miercoles,18 a 19,moto,12
547,General paz y Primera Junta,12/07/2022,miercoles,18 a 19,bici,16
547,General paz y Primera Junta,12/07/2022,miercoles,18 a 19,colectivo,6
547,General paz y Primera Junta,12/07/2022,miercoles,18 a 19,camiones,0
262,F. U. Camet y Rio Negro,09/28/2022,miercoles,18 a 19,auto,3548
262,F. U. Camet y Rio Negro,09/28/2022,miercoles,18 a 19,moto,224
262,F. U. Camet y Rio Negro,09/28/2022,miercoles,18 a 19,bici,100
262,F. U. Camet y Rio Negro,09/28/2022,miercoles,18 a 19,colectivo,32
262,F. U. Camet y Rio Negro,09/28/2022,miercoles,18 a 19,camiones,8
262,F. U. Camet y Rio Negro,11/02/2022,miercoles,18 a 19,auto,3532
262,F. U. Camet y Rio Negro,11/02/2022,miercoles,18 a 19,moto,248
262,F. U. Camet y Rio Negro,11/02/2022,miercoles,18 a 19,bici,212
262,F. U. Camet y Rio Negro,11/02/2022,miercoles,18 a 19,colectivo,32
262,F. U. Camet y Rio Negro,11/02/2022,miercoles,18 a 19,camiones,24
75,Edison y Vertiz,05/03/2023,miercoles,18 a 19,auto,400
75,Edison y Vertiz,05/03/2023,miercoles,18 a 19,moto,40
75,Edison y Vertiz,05/03/2023,miercoles,18 a 19,bici,8
75,Edison y Vertiz,05/03/2023,miercoles,18 a 19,colectivo,29
75,Edison y Vertiz,05/03/2023,miercoles,18 a 19,camiones,16
33,Edison y 12 de Octubre ,05/03/2023,miercoles,18 a 19,auto,1984
33,Edison y 12 de Octubre ,05/03/2023,miercoles,18 a 19,moto,139
33,Edison y 12 de Octubre ,05/03/2023,miercoles,18 a 19,bici,23
33,Edison y 12 de Octubre ,05/03/2023,miercoles,18 a 19,colectivo,24
33,Edison y 12 de Octubre ,05/03/2023,miercoles,18 a 19,camiones,25
503,Constitucion y Patagones,11/02/2022,miercoles,18 a 19,auto,2177
503,Constitucion y Patagones,11/02/2022,miercoles,18 a 19,moto,94
503,Constitucion y Patagones,11/02/2022,miercoles,18 a 19,bici,52
503,Constitucion y Patagones,11/02/2022,miercoles,18 a 19,colectivo,10
503,Constitucion y Patagones,11/02/2022,miercoles,18 a 19,camiones,4
23,Colon y Jara ,11/02/2022,miercoles,18 a 19,auto,3918
23,Colon y Jara ,11/02/2022,miercoles,18 a 19,moto,370
23,Colon y Jara ,11/02/2022,miercoles,18 a 19,bici,230
23,Colon y Jara ,11/02/2022,miercoles,18 a 19,colectivo,38
23,Colon y Jara ,11/02/2022,miercoles,18 a 19,camiones,24
586,Champagnat y Belgrano,11/02/2022,miercoles,18 a 19,auto,2992
586,Champagnat y Belgrano,11/02/2022,miercoles,18 a 19,moto,356
586,Champagnat y Belgrano,11/02/2022,miercoles,18 a 19,bici,120
586,Champagnat y Belgrano,11/02/2022,miercoles,18 a 19,colectivo,32
586,Champagnat y Belgrano,11/02/2022,miercoles,18 a 19,camiones,104
226,Centenario y Soler,02/08/2023,miercoles,18 a 19,auto,1514
226,Centenario y Soler,02/08/2023,miercoles,18 a 19,moto,123
226,Centenario y Soler,02/08/2023,miercoles,18 a 19,bici,29
226,Centenario y Soler,02/08/2023,miercoles,18 a 19,colectivo,26
226,Centenario y Soler,02/08/2023,miercoles,18 a 19,camiones,88
226,Centenario y Soler,11/02/2022,miercoles,18 a 19,auto,1560
226,Centenario y Soler,11/02/2022,miercoles,18 a 19,moto,108
226,Centenario y Soler,11/02/2022,miercoles,18 a 19,bici,29
226,Centenario y Soler,11/02/2022,miercoles,18 a 19,colectivo,36
226,Centenario y Soler,11/02/2022,miercoles,18 a 19,camiones,80
700,Colon e Independencia,10/05/2022,miercoles,18 a 19,auto,5022
700,Colon e Independencia,10/05/2022,miercoles,18 a 19,moto,414
700,Colon e Independencia,10/05/2022,miercoles,18 a 19,bici,168
700,Colon e Independencia,10/05/2022,miercoles,18 a 19,colectivo,150
700,Colon e Independencia,10/05/2022,miercoles,18 a 19,camiones,12
202,Independencia y Tres de Febrero,10/05/2022,miercoles,18 a 19,auto,2616
202,Independencia y Tres de Febrero,10/05/2022,miercoles,18 a 19,moto,192
202,Independencia y Tres de Febrero,10/05/2022,miercoles,18 a 19,bici,30
202,Independencia y Tres de Febrero,10/05/2022,miercoles,18 a 19,colectivo,42
202,Independencia y Tres de Febrero,10/05/2022,miercoles,18 a 19,camiones,30
481,Alberti y Dorrego,12/07/2022,miercoles,18 a 19,auto,1156
481,Alberti y Dorrego,12/07/2022,miercoles,18 a 19,moto,36
481,Alberti y Dorrego,12/07/2022,miercoles,18 a 19,bici,120
481,Alberti y Dorrego,12/07/2022,miercoles,18 a 19,colectivo,60
481,Alberti y Dorrego,12/07/2022,miercoles,18 a 19,camiones,0
437,25 de Mayo y Mitre,10/05/2022,miercoles,18 a 19,auto,615
437,25 de Mayo y Mitre,10/05/2022,miercoles,18 a 19,moto,60
437,25 de Mayo y Mitre,10/05/2022,miercoles,18 a 19,bici,96
437,25 de Mayo y Mitre,10/05/2022,miercoles,18 a 19,colectivo,51
437,25 de Mayo y Mitre,10/05/2022,miercoles,18 a 19,camiones,3
586,Champagnat y Belgrano,11/02/2022,miercoles,18 a 19,auto,2992
586,Champagnat y Belgrano,11/02/2022,miercoles,18 a 19,moto,104
586,Champagnat y Belgrano,11/02/2022,miercoles,18 a 19,bici,356
586,Champagnat y Belgrano,11/02/2022,miercoles,18 a 19,colectivo,120
586,Champagnat y Belgrano,11/02/2022,miercoles,18 a 19,camiones,32
585,Colon y Mitre,10/05/2022,miercoles,18 a 19,auto,2322
585,Colon y Mitre,10/05/2022,miercoles,18 a 19,moto,108
585,Colon y Mitre,10/05/2022,miercoles,18 a 19,bici,96
585,Colon y Mitre,10/05/2022,miercoles,18 a 19,colectivo,30
585,Colon y Mitre,10/05/2022,miercoles,18 a 19,camiones,12
585,H.Yrigoyen y Av. Colon ,04/15/2024,miercoles,18 a 19,bici,55
