lat,lng,nombre,causa,participantes,fecha,descripcion
-31.4298,-64.153,Vélez Sársfield y Caseros,IC,PATRULLA/POLICIA/B,11/17/2024,Siniestro vial
-31.4378,-64.2069,Av. Leandro N. Alem y Belgrano,A,PERRO/B,04/13/2024,Atropello fatal
-31.4196,-64.2196,Av. Leandro N. Alem y Belgrano,D,A/COL,04/30/2024,Siniestro vial
-31.3912,-64.2004,Calle 2 1900,PC,B/COL,08/04/2024,Poca concentración del conductor
-31.4023,-64.1688,Av. General Paz 450,A,POLICIA/AMB/B,11/14/2024,Atropello con lesiones
-31.3853,-64.1359,Condarco 1750,VS,BOMBEROS/MONOPATIN,08/01/2024,Siniestro vial
-31.4265,-64.2015,Rivadavia y Duarte Quirós,AV,POLICIA/MONOPATIN,09/29/2024,Choque lateral
-31.4294,-64.144,Santa Cruz 1100,G,M/P/PATRULLA,11/06/2024,Giro indebido
-31.4121,-64.1897,Av. Argentina y Corrientes,VS,CTA,06/27/2024,Siniestro vial
-31.398,-64.1776,Condarco 1100,PI,PERRO/P/CTA,04/22/2024,Siniestro vial
-31.3958,-64.1361,9 de Julio y Marcelo T. de Alvear,A,CTA/MONOPATIN,10/16/2024,Atropello de peatón
-31.4375,-64.2125,Mendoza 400,DF,M/PATRULLA,05/01/2024,Siniestro vial
-31.4039,-64.1937,Av. General Paz 2400,P,B,10/10/2024,Peatón imprudente cruzando
-31.4264,-64.1496,Av. Argentina y Corrientes,PI,PERRO,04/12/2024,Siniestro vial
-31.4119,-64.1819,Rivadavia y Duarte Quirós,FV,AMB/CAM,05/15/2024,Falta de visibilidad por niebla
-31.4181,-64.2041,Av. Hipólito Yrigoyen 250,IC,AMB,08/02/2024,Siniestro vial
-31.4179,-64.2034,Chubut 750,VS,M/MONOPATIN/B,09/20/2024,Siniestro vial
-31.4348,-64.1803,Vélez Sársfield y Caseros,G,M/POLICIA,07/08/2024,Giro indebido
-31.39,-64.1751,Av. Circunvalación 2000,EV,CABALLO/MONOPATIN,06/07/2024,Choque a alta velocidad
-31.4227,-64.2003,Av. Leandro N. Alem y Belgrano,DF,CTA/COL,11/07/2024,Siniestro vial
-31.4344,-64.1901,Condarco 2300,D,BOMBEROS,05/13/2024,Siniestro vial
-31.424,-64.1745,Belgrano y Junín,IC,B,07/14/2024,Siniestro vial
-31.4048,-64.2056,Vélez Sársfield y Caseros,NR,BOMBEROS/PERRO,07/30/2024,Siniestro vial
-31.403,-64.2171,Pueyrredón y San Luis,EV,POLICIA/M/PERRO,12/07/2024,Accidente por exceso de velocidad
-31.4202,-64.1599,San Luis 150,?,M/MONOPATIN,06/01/2024,Siniestro vial
-31.4249,-64.1969,San Juan y Ituzaingó,?,AMB/CTA/COL,11/28/2024,Siniestro vial
-31.4374,-64.1382,Marcelo T. de Alvear 2450,MI,M/COL/MONOPATIN,07/30/2024,Falta de iluminación nocturna
-31.4392,-64.2129,Santa Cruz 900,MR,B/BOMBEROS,09/22/2024,Siniestro vial
-31.3893,-64.1422,La Rioja 1400,MR,CABALLO,12/03/2024,Siniestro vial
-31.4026,-64.168,Calle 4 1800,EV,PATRULLA/M/MONOPATIN,12/26/2024,Pérdida de control por velocidad
-31.4303,-64.1891,Av. Colón y Entre Ríos,MI,M/CTA/PATRULLA,11/05/2024,Mala iluminación del vehículo
-31.4193,-64.1926,Belgrano y Junín,P,POLICIA/CTA/A,09/23/2024,Cruce indebido de peatón
-31.4018,-64.206,Av. Circunvalación 950,DESCOMPENSAN,PATRULLA/CAM/PERRO,04/26/2024,Siniestro vial
-31.4007,-64.1821,Av. Colón y Entre Ríos,P,MONOPATIN,10/28/2024,Peatón imprudente cruzando
-31.3872,-64.1857,Caseros 1850,?,M/PATRULLA/COL,07/11/2024,Siniestro vial
-31.386,-64.1561,Av. Hipólito Yrigoyen y La Rioja,NSD,PERRO/M,06/14/2024,No se detiene en semáforo en rojo
-31.4398,-64.1718,Pueyrredón y San Luis,PI,M/A,12/08/2024,Siniestro vial
-31.4045,-64.2061,Rivadavia 1700,PERSECUCIÓN,CAM/POLICIA,08/16/2024,Siniestro vial
-31.3888,-64.2038,Corrientes 1100,?,A/M/PERRO,11/20/2024,Siniestro vial
-31.4373,-64.1976,Neuquén 2150,PI,CTA/A,10/06/2024,Siniestro vial
-31.4006,-64.1625,Rivadavia y Duarte Quirós,PI,CTA/BOMBEROS/CABALLO,06/12/2024,Siniestro vial
-31.4336,-64.1488,Vélez Sársfield y Caseros,IC,BOMBEROS/CABALLO/CAM,08/06/2024,Siniestro vial
-31.3988,-64.2102,Formosa 200,G,POLICIA/AMB,04/28/2024,Giro en zona prohibida
-31.4371,-64.2149,Calle 2 1050,AV,CTA,04/14/2024,Choque lateral
-31.3859,-64.1621,Av. Leandro N. Alem y Belgrano,?,PATRULLA,05/04/2024,Siniestro vial
-31.4145,-64.2136,Belgrano y Junín,PERSECUCIÓN,MONOPATIN/B,06/30/2024,Siniestro vial
-31.4159,-64.214,Av. Colón y Entre Ríos,NSD,CTA/POLICIA/PERRO,10/21/2024,No se detiene en ALTO
-31.4173,-64.1417,Corrientes 2450,PERSECUCIÓN,CTA/PATRULLA,05/06/2024,Siniestro vial
-31.4367,-64.1811,Vélez Sársfield y Caseros,EV,M/P/PERRO,07/11/2024,Accidente por exceso de velocidad
-31.4184,-64.1904,Av. Leandro N. Alem y Belgrano,PI,B,07/25/2024,Siniestro vial
-31.3883,-64.205,Belgrano y Junín,MR,POLICIA/AMB/CABALLO,05/21/2024,Siniestro vial
-31.3909,-64.1445,Pueyrredón y San Luis,G,CTA,07/03/2024,Giro sin señalizar
-31.4058,-64.1445,27 de Abril 2000,PERSECUCIÓN,PATRULLA,10/30/2024,Siniestro vial
-31.4087,-64.1616,Paso de los Andes 1900,DF,PERRO,08/04/2024,Siniestro vial
-31.41,-64.2097,Ituzaingó 1100,EV,AMB,12/18/2024,Accidente por exceso de velocidad
-31.437,-64.1375,Misiones 2150,FV,AMB/PATRULLA,08/03/2024,Falta de visibilidad por polvareda
-31.397,-64.2089,Vélez Sársfield y Caseros,MR,A,07/03/2024,Siniestro vial
-31.3991,-64.2024,Av. Recorridas 1900,G,B/M/AMB,12/14/2024,Giro indebido
-31.393,-64.2074,Pueyrredón y San Luis,DESCOMPENSAN,CAM/CTA,11/19/2024,Siniestro vial
-31.3943,-64.144,Av. Argentina 950,G,B/PERRO/COL,07/28/2024,Giro indebido
-31.3938,-64.2088,Sarmiento 200,A,COL,10/24/2024,Atropello de peatón
-31.3897,-64.216,San Martín 650,P,CABALLO/B/PATRULLA,04/29/2024,Peatón distraído
-31.4039,-64.1738,Calle 3 500,PERSECUCIÓN,CAM,11/27/2024,Siniestro vial
-31.4347,-64.201,Sarmiento 1900,P,BOMBEROS,05/03/2024,Peatón imprudente cruzando
-31.4115,-64.2197,Tucumán 500,VS,CAM/PATRULLA/BOMBEROS,08/04/2024,Siniestro vial
-31.3952,-64.2073,Río Negro 2150,D,A/CABALLO/B,07/22/2024,Siniestro vial
-31.4032,-64.2157,San Juan y Ituzaingó,AV,COL/M/CTA,05/13/2024,Choque frontal entre dos vehículos
-31.3889,-64.1594,Vélez Sársfield y Caseros,A,B/PERRO/CABALLO,07/13/2024,Atropello con lesiones
-31.3994,-64.169,Sarmiento 1650,MI,BOMBEROS/MONOPATIN,08/10/2024,Falta de iluminación nocturna
-31.4102,-64.1556,Pinto 600,?,AMB/PERRO,08/13/2024,Siniestro vial
-31.3866,-64.1866,Condarco 750,MI,AMB,04/01/2024,Mala iluminación de calle
-31.4016,-64.2104,Neuquén 850,PI,P,10/11/2024,Siniestro vial
-31.3955,-64.21,Calle 4 600,PERSECUCIÓN,CAM/BOMBEROS/AMB,06/12/2024,Siniestro vial
-31.396,-64.1948,Rivadavia y Duarte Quirós,MI,B/COL/AMB,08/06/2024,Falta de iluminación nocturna
-31.4189,-64.2066,Av. Argentina y Corrientes,?,POLICIA,07/07/2024,Siniestro vial
-31.4073,-64.2158,Av. Recorridas 500,PI,PERRO,06/23/2024,Siniestro vial
-31.4395,-64.2091,Corrientes 1050,P,POLICIA/PERRO/CABALLO,09/02/2024,Cruce indebido de peatón
-31.4142,-64.1599,San Juan 350,VS,AMB/A,06/26/2024,Siniestro vial
-31.398,-64.1652,San Martín 100,IC,PATRULLA/B/COL,04/13/2024,Siniestro vial
-31.4202,-64.1924,Tucumán 1400,MR,P/M,10/23/2024,Siniestro vial
-31.4202,-64.1812,Río Negro 750,G,PERRO,07/27/2024,Giro sin señalizar
-31.4262,-64.2154,Pueyrredón y San Luis,PI,CTA/PERRO,04/21/2024,Siniestro vial
-31.428,-64.1669,Chubut 1300,NSD,CABALLO,05/16/2024,No respeta paso de peatones
-31.4247,-64.1439,9 de Julio y Marcelo T. de Alvear,PC,PATRULLA/B/BOMBEROS,08/11/2024,Poca concentración del conductor
-31.3961,-64.2127,San Martín 200,D,CABALLO/CAM,10/18/2024,Siniestro vial
-31.4146,-64.1427,Rivadavia y Duarte Quirós,AV,CTA/P,07/28/2024,Vuelco de vehículo
-31.4266,-64.2162,Rivadavia y Duarte Quirós,VS,BOMBEROS/CAM/MONOPATIN,10/17/2024,Siniestro vial
-31.4234,-64.1622,Av. Hipólito Yrigoyen y La Rioja,A,AMB/CABALLO/CTA,08/01/2024,Atropello sin respeto de semáforo
-31.4243,-64.1912,Av. Recorridas 1000,A,POLICIA,08/18/2024,Atropello sin respeto de semáforo
-31.3904,-64.1876,Presidente Roca 700,FV,COL/CAM,11/16/2024,Falta de visibilidad por lluvia
-31.4058,-64.1721,Vélez Sársfield 1050,EV,PATRULLA/B/COL,05/14/2024,Accidente por exceso de velocidad
-31.395,-64.1525,Bv. Martín Rodríguez 900,PI,A/PERRO,06/20/2024,Siniestro vial
-31.4158,-64.1863,Av. Argentina y Corrientes,DF,POLICIA/COL/M,11/04/2024,Siniestro vial
-31.4355,-64.2145,Mitre 300,EV,PERRO/CAM/A,04/12/2024,Accidente por exceso de velocidad
-31.4045,-64.1357,Córdoba 600,PI,PERRO/CTA,04/05/2024,Siniestro vial
-31.4056,-64.1419,Av. Recorridas 1100,VS,P/AMB,06/14/2024,Siniestro vial
-31.438,-64.1798,Av. Colón 2100,NR,B/POLICIA,09/12/2024,Siniestro vial
-31.4057,-64.2081,Mendoza 1600,PC,POLICIA/PERRO/A,05/18/2024,Conductor cansado
-31.4345,-64.1415,San Juan y Ituzaingó,IC,P,06/27/2024,Siniestro vial
-31.4117,-64.1573,Santa Cruz 1550,DF,M/A/PATRULLA,09/12/2024,Siniestro vial
-31.4209,-64.1769,Av. Leandro N. Alem y Belgrano,VS,PERRO/BOMBEROS/MONOPATIN,06/24/2024,Siniestro vial
-31.4019,-64.1575,Av. Leandro N. Alem y Belgrano,VS,PERRO/CABALLO,06/29/2024,Siniestro vial
-31.4087,-64.1707,Río Negro 1500,PI,BOMBEROS,07/21/2024,Siniestro vial
-31.3997,-64.1691,Av. Maipú 750,PC,A/BOMBEROS,11/26/2024,Conductor cansado
-31.3894,-64.1634,Avenida Donato Álvarez 1650,NSD,PATRULLA/A/M,07/06/2024,No respeta paso de peatones
-31.4117,-64.1498,Avenida Donato Álvarez 1950,P,CAM/MONOPATIN,12/24/2024,Cruce indebido de peatón
-31.3854,-64.1539,Pueyrredón 1550,EV,COL,12/11/2024,Choque a alta velocidad
-31.3888,-64.202,Pueyrredón y San Luis,IC,CABALLO/P,08/27/2024,Siniestro vial
-31.4394,-64.2104,Av. Colón 400,NR,BOMBEROS/P,07/13/2024,Siniestro vial
-31.4292,-64.2185,Rivadavia 1350,A,B,10/15/2024,Atropello de peatón
-31.4206,-64.158,Calle 5 2250,NSD,CAM,04/28/2024,No se detiene en ALTO
-31.4365,-64.1916,Av. Circunvalación 1150,G,POLICIA/M/COL,05/26/2024,Giro en zona prohibida
-31.4033,-64.2136,Marcelo T. de Alvear 850,PC,CABALLO,11/13/2024,Conductor distraído
-31.3856,-64.1802,Condarco 850,G,CABALLO,06/12/2024,Giro indebido
-31.3876,-64.2018,Av. Leandro N. Alem y Belgrano,VS,CABALLO/M/CTA,12/21/2024,Siniestro vial
-31.4262,-64.1801,Duarte Quirós 1400,D,P/PATRULLA/POLICIA,08/11/2024,Siniestro vial
-31.4307,-64.2161,Av. Colón y Entre Ríos,VS,BOMBEROS/PATRULLA,05/17/2024,Siniestro vial
-31.4166,-64.1813,Av. Hipólito Yrigoyen 1600,PC,A,10/20/2024,Conductor distraído
-31.391,-64.1782,Av. Leandro N. Alem y Belgrano,DESCOMPENSAN,A,11/21/2024,Siniestro vial
-31.4221,-64.2076,Pueyrredón y San Luis,PC,A/AMB,05/15/2024,Conductor cansado
-31.4191,-64.2059,Avenida Poeta Lugones 1400,P,A/AMB/PATRULLA,10/12/2024,Peatón distraído
-31.3907,-64.1477,Marcelo T. de Alvear 1350,DESCOMPENSAN,POLICIA/CAM/PERRO,12/02/2024,Siniestro vial
-31.4225,-64.192,Santa Fe 300,DF,CAM/M,08/12/2024,Siniestro vial
-31.4073,-64.2032,Presidente Roca 1350,FV,CABALLO/BOMBEROS/A,08/31/2024,Falta de visibilidad por lluvia
-31.4307,-64.1448,Tucumán 1200,D,CTA/P,12/09/2024,Siniestro vial
-31.3905,-64.1858,Calle 2 2200,IC,CABALLO/COL,05/21/2024,Siniestro vial
-31.4175,-64.2121,Av. Argentina 1350,VS,MONOPATIN/POLICIA,04/09/2024,Siniestro vial
-31.4153,-64.1674,Caseros 1300,P,A/P/CAM,08/21/2024,Cruce indebido de peatón
-31.4256,-64.2077,Av. Recorridas 1700,NSD,PATRULLA,05/09/2024,No se detiene en ALTO
-31.4127,-64.1461,San Luis 750,AV,P,06/08/2024,Colisión por alcance
-31.3911,-64.2108,Rivadavia y Duarte Quirós,AV,CTA/MONOPATIN/CAM,04/14/2024,Choque frontal entre dos vehículos
-31.4118,-64.1898,Av. Colón 1850,MI,PERRO/MONOPATIN/M,12/25/2024,Falta de iluminación nocturna
-31.4227,-64.152,Pueyrredón y San Luis,P,PERRO/POLICIA/COL,09/15/2024,Peatón distraído
-31.3903,-64.1575,Calle 2 2450,MR,B/MONOPATIN/BOMBEROS,04/17/2024,Siniestro vial
-31.4265,-64.1443,Av. Hipólito Yrigoyen y La Rioja,FV,PATRULLA,10/21/2024,Falta de visibilidad por lluvia
-31.4091,-64.2108,Vélez Sársfield 300,NR,AMB/CTA/P,08/24/2024,Siniestro vial
-31.4332,-64.1666,San Martín 1150,DESCOMPENSAN,AMB/POLICIA,07/07/2024,Siniestro vial
-31.394,-64.165,Rivadavia 2000,D,AMB/BOMBEROS/COL,06/11/2024,Siniestro vial
-31.4218,-64.168,9 de Julio y Marcelo T. de Alvear,?,P/MONOPATIN/A,05/22/2024,Siniestro vial
-31.4267,-64.2136,27 de Abril 2000,NR,P/CAM,04/02/2024,Siniestro vial
-31.3878,-64.1657,Presidente Roca 1100,IC,PERRO/POLICIA/AMB,09/07/2024,Siniestro vial
-31.4233,-64.1766,Calle 5 2300,A,AMB,10/20/2024,Atropello sin respeto de semáforo
-31.4236,-64.2111,Av. Argentina y Corrientes,DESCOMPENSAN,POLICIA,08/24/2024,Siniestro vial
-31.421,-64.1379,Vélez Sársfield 2400,IC,COL/P,11/24/2024,Siniestro vial
-31.3911,-64.1598,Calle 3 1150,MR,CTA/BOMBEROS,07/03/2024,Siniestro vial
-31.4148,-64.1892,Pinto 2150,AV,MONOPATIN,12/19/2024,Colisión por alcance
-31.4072,-64.1628,Río Negro 1750,?,POLICIA/COL/AMB,05/06/2024,Siniestro vial
-31.4021,-64.2045,9 de Julio y Marcelo T. de Alvear,MI,COL/P,06/11/2024,Falta de iluminación nocturna
-31.4276,-64.1786,Vélez Sársfield y Caseros,PERSECUCIÓN,BOMBEROS,10/10/2024,Siniestro vial
-31.4343,-64.2097,9 de Julio y Marcelo T. de Alvear,FV,CAM/POLICIA,04/21/2024,Falta de visibilidad por polvareda
-31.4014,-64.1803,Av. Hipólito Yrigoyen y La Rioja,D,B,07/29/2024,Siniestro vial
-31.4363,-64.1958,Av. Hipólito Yrigoyen y La Rioja,PERSECUCIÓN,PERRO,05/03/2024,Siniestro vial
-31.4332,-64.1573,Entre Ríos 2100,P,MONOPATIN/AMB/PATRULLA,04/30/2024,Peatón imprudente cruzando
-31.42,-64.1523,Paso de los Andes 450,NR,CAM/AMB,10/20/2024,Siniestro vial
-31.3948,-64.2109,Calle 2 1350,A,A,04/26/2024,Atropello de peatón
-31.3945,-64.1508,Av. Sabattini 1850,D,CTA/P/CABALLO,05/08/2024,Siniestro vial
-31.396,-64.1515,Caseros 800,MR,PATRULLA/PERRO,07/06/2024,Siniestro vial
-31.4133,-64.1978,Pinto 2000,?,A/B,11/24/2024,Siniestro vial
-31.3976,-64.1538,Av. Leandro N. Alem y Belgrano,FV,PATRULLA/AMB/CAM,08/24/2024,Falta de visibilidad por lluvia
-31.4183,-64.1963,Pueyrredón 2450,AV,P,05/29/2024,Choque en intersección
-31.4391,-64.1519,Rivadavia 500,?,B/A,09/12/2024,Siniestro vial
-31.4052,-64.138,Av. Circunvalación 1350,DESCOMPENSAN,CAM/COL/PATRULLA,11/29/2024,Siniestro vial
-31.3861,-64.207,San Juan 2250,P,CTA,05/21/2024,Peatón distraído
-31.4007,-64.1965,Calle 4 1400,MR,POLICIA/P/CAM,04/09/2024,Siniestro vial
-31.4341,-64.1382,Misiones 500,MI,CTA/AMB/P,10/22/2024,Falta de iluminación nocturna
-31.4098,-64.1932,San Juan y Ituzaingó,VS,PATRULLA/BOMBEROS/PERRO,07/22/2024,Siniestro vial
-31.4116,-64.1519,Presidente Roca 1850,FV,B,06/16/2024,Falta de visibilidad por lluvia
-31.4004,-64.2161,Rivadavia y Duarte Quirós,P,P/PATRULLA/M,04/17/2024,Cruce indebido de peatón
-31.4395,-64.1814,Av. Colón 800,D,P/BOMBEROS/POLICIA,12/14/2024,Siniestro vial
-31.4071,-64.1384,Av. Sabattini 700,PI,A/BOMBEROS,08/17/2024,Siniestro vial
-31.4034,-64.1866,Condarco 2250,DF,MONOPATIN,06/13/2024,Siniestro vial
-31.3968,-64.2052,Av. Colón 2050,NR,CTA,05/06/2024,Siniestro vial
-31.4051,-64.1737,Tucumán 300,PC,B,08/25/2024,Conductor cansado
-31.4121,-64.1906,Av. Leandro N. Alem y Belgrano,?,P/PATRULLA/CABALLO,11/04/2024,Siniestro vial
-31.4317,-64.2012,San Juan y Ituzaingó,DF,B/MONOPATIN,10/19/2024,Siniestro vial
-31.4391,-64.1359,Av. Sabattini 1450,DF,CTA/P,12/11/2024,Siniestro vial
-31.4099,-64.2194,Rivadavia y Duarte Quirós,D,PATRULLA/P/MONOPATIN,08/20/2024,Siniestro vial
-31.4113,-64.1793,Calle 3 1800,P,B/PERRO,06/18/2024,Peatón imprudente cruzando
-31.4261,-64.1651,Belgrano y Junín,IC,A/CABALLO/PATRULLA,12/26/2024,Siniestro vial
-31.4287,-64.2192,Pueyrredón 1050,NR,MONOPATIN/CTA,10/07/2024,Siniestro vial
-31.3905,-64.1815,Av. Leandro N. Alem y Belgrano,?,PERRO,10/04/2024,Siniestro vial
-31.3856,-64.1602,Bv. Martín Rodríguez 1350,?,PERRO,11/30/2024,Siniestro vial
-31.4033,-64.1706,Calle 3 1000,PI,CABALLO,05/13/2024,Siniestro vial
-31.3968,-64.1877,Belgrano 1150,EV,AMB/CAM,05/02/2024,Pérdida de control por velocidad
-31.4271,-64.2079,La Rioja 2050,DESCOMPENSAN,COL,04/19/2024,Siniestro vial
-31.4044,-64.1648,9 de Julio y Marcelo T. de Alvear,PC,PATRULLA/P/MONOPATIN,11/02/2024,Conductor cansado
-31.4105,-64.1649,Av. Colón y Entre Ríos,MI,PERRO,07/17/2024,Mala iluminación de calle
-31.4309,-64.2117,Av. Colón y Entre Ríos,PI,PERRO,11/14/2024,Siniestro vial
-31.4008,-64.1955,Río Negro 1800,MI,CAM/A/P,12/03/2024,Mala iluminación de calle
-31.4356,-64.2053,San Juan 750,?,M/COL,11/04/2024,Siniestro vial
-31.3967,-64.2004,9 de Julio 1150,AV,COL/PATRULLA/CTA,05/22/2024,Choque frontal entre dos vehículos
-31.433,-64.1606,Presidente Roca 550,FV,P/CABALLO/BOMBEROS,07/18/2024,Falta de visibilidad por polvareda
-31.4305,-64.1585,Mitre 1650,D,CAM/P,08/02/2024,Siniestro vial
-31.4143,-64.1959,Av. Colón y Entre Ríos,EV,PATRULLA/CTA,08/21/2024,Choque a alta velocidad
-31.4223,-64.1944,Av. Circunvalación 900,PERSECUCIÓN,A/POLICIA,09/26/2024,Siniestro vial
-31.4108,-64.1768,Av. Circunvalación 1800,P,PATRULLA,07/30/2024,Cruce indebido de peatón
-31.4033,-64.1968,Av. Argentina 1400,PC,CABALLO,08/23/2024,Conductor distraído
-31.3937,-64.1676,San Juan y Ituzaingó,DF,P,05/06/2024,Siniestro vial
-31.4268,-64.1433,Av. Leandro N. Alem 2300,?,COL/POLICIA/P,10/28/2024,Siniestro vial
-31.3996,-64.1858,Entre Ríos 200,?,CABALLO/BOMBEROS/COL,10/05/2024,Siniestro vial
-31.4141,-64.2136,Av. Argentina y Corrientes,MI,POLICIA/P,12/16/2024,Falta de iluminación nocturna
-31.429,-64.1695,Pueyrredón y San Luis,PI,PATRULLA,04/22/2024,Siniestro vial
-31.4176,-64.2191,Av. Leandro N. Alem y Belgrano,NSD,CAM/CABALLO/AMB,06/06/2024,No se detiene en semáforo en rojo
-31.4114,-64.1858,La Rioja 650,D,BOMBEROS/PATRULLA/CTA,05/03/2024,Siniestro vial
-31.4064,-64.2172,San Juan y Ituzaingó,MI,COL/B/CAM,09/14/2024,Falta de iluminación nocturna
-31.4331,-64.1785,Caseros 2050,DESCOMPENSAN,PERRO/CABALLO/M,09/28/2024,Siniestro vial
-31.4031,-64.1884,9 de Julio 1650,DF,BOMBEROS/AMB,11/18/2024,Siniestro vial
-31.4106,-64.1528,Av. Colón 600,FV,M/POLICIA,10/05/2024,Falta de visibilidad por lluvia
-31.4118,-64.1991,San Juan y Ituzaingó,PERSECUCIÓN,M/MONOPATIN/PERRO,06/17/2024,Siniestro vial
-31.408,-64.1689,Entre Ríos 1400,PI,BOMBEROS/AMB,07/17/2024,Siniestro vial
-31.4142,-64.2057,Pueyrredón y San Luis,MR,COL/MONOPATIN,05/11/2024,Siniestro vial
-31.4255,-64.1987,Vélez Sársfield y Caseros,AV,A/AMB/COL,09/25/2024,Choque lateral
-31.4114,-64.1753,Vélez Sársfield 1200,EV,P/M/A,12/27/2024,Choque a alta velocidad
-31.4348,-64.2197,Rivadavia y Duarte Quirós,?,A/PATRULLA/B,09/15/2024,Siniestro vial
-31.4286,-64.1662,Chubut 1150,AV,B/P,12/08/2024,Vuelco de vehículo
-31.3862,-64.2104,Junín 300,IC,PERRO,04/11/2024,Siniestro vial
-31.3876,-64.168,Chubut 350,DESCOMPENSAN,COL,11/19/2024,Siniestro vial
-31.4128,-64.1743,Vélez Sársfield y Caseros,MI,AMB/M,04/05/2024,Mala iluminación de calle
-31.4371,-64.1828,Rivadavia 2150,IC,CABALLO,12/31/2024,Siniestro vial
-31.4019,-64.2083,Mitre 850,D,CTA/CABALLO,10/01/2024,Siniestro vial
-31.4154,-64.199,Avenida Donato Álvarez 450,D,CAM/PATRULLA,05/21/2024,Siniestro vial
-31.437,-64.1827,Rivadavia 2300,PI,BOMBEROS/PATRULLA,10/01/2024,Siniestro vial
-31.4026,-64.2123,Duarte Quirós 1400,AV,M/POLICIA/CABALLO,08/12/2024,Choque lateral
-31.4011,-64.1617,Vélez Sársfield y Caseros,MR,BOMBEROS,11/12/2024,Siniestro vial
-31.3971,-64.2042,Junín 1850,EV,A/M/B,06/20/2024,Choque a alta velocidad
-31.395,-64.1779,Mitre 450,P,CAM/POLICIA/MONOPATIN,09/27/2024,Peatón distraído
-31.4062,-64.216,Fray Luis Beltrán 1200,A,COL,10/08/2024,Atropello de peatón
-31.4368,-64.1983,Calle 4 850,NR,BOMBEROS/PATRULLA,04/04/2024,Siniestro vial
-31.4125,-64.1634,Av. Hipólito Yrigoyen 2400,IC,PATRULLA/POLICIA/MONOPATIN,12/19/2024,Siniestro vial
-31.3917,-64.165,Pueyrredón y San Luis,EV,P/POLICIA,09/04/2024,Pérdida de control por velocidad
-31.415,-64.219,Calle 4 2450,NSD,P/B/A,06/05/2024,No respeta paso de peatones
-31.4357,-64.2077,Rivadavia y Duarte Quirós,PERSECUCIÓN,A/P/AMB,05/12/2024,Siniestro vial
-31.4217,-64.14,La Rioja 1900,AV,BOMBEROS,11/18/2024,Choque en intersección
-31.4383,-64.1671,Chubut 1000,PC,AMB/CTA,09/17/2024,Conductor cansado
-31.4201,-64.1355,Marcelo T. de Alvear 700,D,CAM,12/25/2024,Siniestro vial
-31.4053,-64.2038,Bv. Martín Rodríguez 800,MI,PATRULLA/COL/CABALLO,06/13/2024,Falta de iluminación nocturna
-31.4098,-64.2157,Calle 5 600,D,PERRO,12/15/2024,Siniestro vial
-31.3913,-64.1808,Calle 3 1900,NR,PATRULLA/PERRO,05/27/2024,Siniestro vial
-31.4233,-64.2089,Formosa 600,IC,BOMBEROS,05/20/2024,Siniestro vial
-31.3855,-64.1618,Pueyrredón y San Luis,NR,PATRULLA/MONOPATIN/POLICIA,09/11/2024,Siniestro vial
-31.4,-64.2149,Av. Hipólito Yrigoyen y La Rioja,P,MONOPATIN/A,06/07/2024,Peatón distraído
-31.4312,-64.1927,Belgrano y Junín,A,COL/POLICIA,05/15/2024,Atropello fatal
-31.4183,-64.1962,Av. Argentina y Corrientes,VS,CABALLO/BOMBEROS/AMB,08/12/2024,Siniestro vial
-31.4166,-64.1746,Ituzaingó 950,A,M/CAM/PERRO,07/24/2024,Atropello con lesiones
-31.388,-64.2033,Pueyrredón y San Luis,?,PATRULLA/PERRO,11/25/2024,Siniestro vial
-31.4057,-64.1716,Caseros 1600,MR,PERRO/A,09/14/2024,Siniestro vial
-31.4194,-64.206,Pueyrredón y San Luis,A,AMB/CTA/P,07/07/2024,Atropello con lesiones
-31.4187,-64.1564,Entre Ríos 1050,NSD,CTA,04/19/2024,No se detiene en ALTO
-31.4365,-64.1976,San Luis 1650,D,COL/PERRO,11/07/2024,Siniestro vial
-31.4049,-64.1985,Belgrano y Junín,PC,PATRULLA/P/COL,04/02/2024,Conductor distraído
-31.399,-64.2032,Av. Colón y Entre Ríos,AV,CTA/PERRO,10/16/2024,Choque en intersección
-31.4343,-64.1848,San Juan y Ituzaingó,DF,CABALLO,09/15/2024,Siniestro vial
-31.4132,-64.2088,Av. Recorridas 1800,?,CABALLO/M/A,08/16/2024,Siniestro vial
-31.4143,-64.1928,San Martín 750,MR,P/PATRULLA/A,09/15/2024,Siniestro vial
-31.4323,-64.174,Av. Circunvalación 250,NSD,POLICIA/COL,11/16/2024,No respeta paso de peatones
-31.4247,-64.1587,San Juan y Ituzaingó,MI,MONOPATIN/PERRO/BOMBEROS,06/09/2024,Falta de iluminación nocturna
-31.3939,-64.1363,Av. Hipólito Yrigoyen y La Rioja,DESCOMPENSAN,P/MONOPATIN,11/06/2024,Siniestro vial
-31.4132,-64.1616,Vélez Sársfield 1950,D,CABALLO/MONOPATIN,08/16/2024,Siniestro vial
-31.4329,-64.1703,Av. Sabattini 1400,VS,COL/PERRO/A,06/26/2024,Siniestro vial
-31.4254,-64.1994,Belgrano y Junín,A,A/CAM/B,12/26/2024,Atropello de peatón
-31.4254,-64.1501,Rivadavia 1150,NSD,P/PERRO,08/24/2024,No se detiene en ALTO
-31.4348,-64.1773,Mitre 350,VS,P/AMB,04/05/2024,Siniestro vial
-31.4263,-64.1708,Santa Cruz 1900,PI,PATRULLA/CTA,07/01/2024,Siniestro vial
