lat,lng,fecha,resultado,observaciones
-38.039951,-57.5799177,2023-01-01,Asiste Policia y Libera,Roque Saenz Pe̱a
-37.991873,-57.5909153,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Falucho
-37.99124,-57.57432,2023-01-01,Asiste Policia y Libera,Francia
-37.98046,-57.59103,2023-01-01,No Asiste,Gamal Abdel Nasser
-38.031494,-57.5503102,2023-01-01,Asiste Policia y Libera,Mendoza
-37.981645,-57.5821487,2023-01-01,Asiste Policia y Libera,Victoriano E. Montes
-38.06458,-57.5658831,2023-01-01,Asiste Policia y Libera,Pescadores
-37.97494,-57.60648,2023-01-01,Asiste Policia y Libera,Juan F. Czetz Coronel
-37.98501,-57.58599,2023-01-01,Asiste Policia y Libera,Champagnat
-38.043638,-57.5557705,2023-01-01,Asiste Policia y Libera,Rondeau
-37.95795,-57.6266578,2023-01-01,Asiste Policia y Libera,Ramon Carrillo
-37.952635,-57.5657246,2023-01-01,Asiste Policia y Libera,Joaquina Acevedo
-37.992662,-57.5980671,2023-01-01,Asiste Policia y Libera,Primera Junta
-38.052827,-57.5815795,2023-01-01,Asiste Policia y Libera,Diagonal Cesar Gascon
-37.987541,-57.5881438,2023-01-01,Se Realiza Seguimiento del Evento,Esteban Gascon
-38.02715,-57.5810893,2023-01-01,No Asiste,Mariano Castex
-37.964103,-57.6145542,2023-01-01,Asiste Policia y Libera,Venticinco de Mayo
-37.997962,-57.5542638,2023-01-01,Asiste Policia y Libera,Moreno
-37.997093,-57.5491867,2023-01-01,Asiste Policia y Libera,Hipolito Yrigoyen
-37.987541,-57.5881438,2023-01-01,Asiste Policia y Libera,La Pampa
-37.963847,-57.6059138,2023-01-01,Asiste Policia y Libera,Balcarce
-38.029913,-57.5808377,2023-01-01,Se Realiza Seguimiento del Evento,Hipolito Bouchard
-38.031497,-57.5545189,2023-01-01,Asiste Policia y Libera,Pringles
-37.99928,-57.55387,2023-01-01,Asiste Policia y Libera,Bolivar
-38.006956,-57.5871294,2023-01-01,Se Realiza Seguimiento del Evento,Primero de Mayo
-38.005719,-57.5957701,2023-01-01,Asiste Policia y Libera,Ortiz De Zarate
-38.033221,-57.5799064,2023-01-01,Asiste Policia y Libera,Corrientes
-37.998513,-57.546153,2023-01-01,Asiste Policia y Libera,Cordoba
-37.999956,-57.5459363,2023-01-01,Asiste Policia y Libera,Juan Bautista Alberdi
-37.987541,-57.5881438,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Esteban Gascon
-37.95795,-57.6266578,2023-01-01,Asiste Policia y Libera,Mario Abel Amaya Diputado
-37.961815,-57.578702,2023-01-01,Asiste Policia y Libera,San Jose De Calasanz
-38.027888,-57.57544,2023-01-01,No Asiste,Soler Miguel
-37.995449,-57.5478602,2023-01-01,Asiste Policia y Libera,Nueve de Julio
-37.978244,-57.5639149,2023-01-01,Asiste Policia y Libera,Avenida Juan Hector Jara
-37.967634,-57.5495718,2023-01-01,Asiste Policia y Libera,Chubut
-38.016949,-57.5739063,2023-01-01,Asiste Policia y Libera,Veinte de Setiembre
-38.000573,-57.5649334,2023-01-01,Asiste Policia y Libera,Rawson
-37.986349,-57.6143485,2023-01-01,Hallazgo Automotor,Onesimo Leguizamon
-37.965546,-57.5534873,2023-01-01,Asiste Policia y Libera,Ratery Ingeniero
-38.032577,-57.5876566,2023-01-01,Asiste Policia y Libera,Eduardo G. Carasa
-37.995545,-57.5522649,2023-01-01,Detencion,Salta
-37.978182,-57.5863716,2023-01-01,Se Realiza Seguimiento del Evento,Senador Enzo Bordabehere
-37.964103,-57.6145542,2023-01-01,Asiste Policia y Libera,Ecuador
-37.981067,-57.6100177,2023-01-01,Se Realiza Seguimiento del Evento,Catamarca
-38.010838,-57.5533191,2023-01-01,Asiste Policia y Libera,Castelli Juan Jose
-37.987541,-57.5881438,2023-01-01,Asiste Policia y Libera,Champagnat
-37.96779,-57.56254,2023-01-01,Asiste Policia y Libera,Benito Juarez
-37.998513,-57.546153,2023-01-01,Asiste Policia y Libera,Juan Bautista Alberdi
-37.978957,-57.5715179,2023-01-01,Asiste Policia y Libera,Chile
-37.991873,-57.5909153,2023-01-01,Asiste Policia y Libera,Juncal
-37.990442,-57.5623817,2023-01-01,Asiste Policia y Libera,Guido Tomas
-37.989619,-57.5504221,2023-01-01,Detencion,Jujuy
-37.966805,-57.5774929,2023-01-01,Asiste Policia y Libera,Champagnat
-37.991873,-57.5909153,2023-01-01,Hallazgo Automotor,Peru
-38.035771,-57.5593685,2023-01-01,Asiste Policia y Libera,Cerrito
-37.93142,-57.56141,2023-01-01,Asiste Policia y Libera,Felipe De Arana
-37.99895,-57.5479,2023-01-01,Detencion,San Luis
-37.987541,-57.5881438,2023-01-01,No Asiste,San Martin
-38.08512,-57.5476,2023-01-01,No Asiste,Justo Santa Maria De Oro
-38.00386,-57.55609,2023-01-01,No Asiste,Esteban Gascon
-37.987541,-57.5881438,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Esteban Gascon
-37.93393,-57.55364,2023-01-01,Asiste Policia y Libera,Los Talas
-37.98501,-57.58599,2023-01-01,Asiste Policia y Libera,Avenida Colon
-38.012543,-57.5816004,2023-01-01,Asiste Policia y Libera,Solis
-38.035406,-57.5910995,2023-01-01,Asiste Policia y Libera,General Rafael De Riego
-38.003574,-57.5431804,2023-01-01,Asiste Policia y Libera,Corrientes
-37.976644,-57.5964005,2023-01-01,Hallazgo Automotor,Moreno
-37.85513,-57.61391,2023-01-01,Asiste Policia y Libera,El Casal
-38.004872,-57.5740178,2023-01-01,Asiste Policia y Libera,Primera Junta
-38.003574,-57.5431804,2023-01-01,Asiste Policia y Libera,Moreno
-37.987541,-57.5881438,2023-01-01,Se Realiza Seguimiento del Evento,Olazabal Felix De
-38.00193,-57.56881,2023-01-01,Asiste Policia y Libera,Castelli Juan Jose
-37.95709,-57.63718,2023-01-01,Asiste Policia y Libera,Moreno
-38.003471,-57.5501622,2023-01-01,Asiste Policia y Libera,Cordoba
-37.987541,-57.5881438,2023-01-01,Se Realiza Seguimiento del Evento,Belgrano
-38.03325,-57.54465,2023-01-01,Asiste Policia y Libera,General Juan Jose De Urquiza
-38.011097,-57.592101,2023-01-01,Asiste Policia y Libera,Funes Gregorio
-38.041544,-57.5482786,2023-01-01,Asiste Policia y Libera,Tomas Alva Edison
-38.077284,-57.5496172,2023-01-01,Asiste Policia y Libera,Diagonal Dalmacio Velez Sarsfield
-37.98614,-57.58439,2023-01-01,Asiste Policia y Libera,Juncal
-37.966739,-57.5956095,2023-01-01,Asiste Policia y Libera,Jose M. Calaza Coronel
-38.01603,-57.59235,2023-01-01,Hallazgo Automotor,Osvaldo Magnasco
-37.923892,-57.5427289,2023-01-01,Asiste Policia y Libera,Namibia
-38.008686,-57.5332108,2023-01-01,Asiste Policia y Libera,Moreno
-37.987541,-57.5881438,2023-01-01,LPR - Se realiza seguimiento del vehiculo,San Martin
-38.02623,-57.60144,2023-01-01,Asiste Policia y Libera,De Los Inmigrantes
-38.03149,-57.55031,2023-01-01,Asiste Policia y Libera,Mendoza
-37.99182,-57.56205,2023-01-01,Asiste Policia y Libera,San Martin
-37.970828,-57.5874362,2023-01-01,Asiste Policia y Libera,Venezuela
-37.968508,-57.6054788,2023-01-01,Detencion,San Martin
-38.035406,-57.5910995,2023-01-01,Asiste Policia y Libera,Lebensohn Moises
-37.99257,-57.56269,2023-01-01,Asiste Policia y Libera,Olazabal
-38.00965,-57.54249,2023-01-01,Asiste Policia y Libera,Falucho
-38.00965,-57.54249,2023-01-01,Asiste Policia y Libera,Falucho
-38.060584,-57.5712209,2023-01-01,Detencion,Mario Bravo
-38.008686,-57.5332108,2023-01-01,Asiste Policia y Libera,Alvear Carlos Maria De
-38.005884,-57.5720202,2023-01-01,Asiste Policia y Libera,Rodriguez Pe̱a
-38.00127,-57.5455517,2023-01-01,Asiste Policia y Libera,Rivadavia
-37.956823,-57.5801545,2023-01-01,Hallazgo Automotor,Juan Martin Zabala Monse̱or
-38.03178,-57.57493,2023-01-01,Detencion,Giacomo Matteotti
-37.986859,-57.6061343,2023-01-01,Asiste Policia y Libera,Senador Enzo Bordabehere
-37.996101,-57.5556947,2023-01-01,Asiste Policia y Libera,Salta
-38.021721,-57.5796599,2023-01-01,Asiste Policia y Libera,Lisandro De La Torre
-37.99517,-57.56199,2023-01-01,No Asiste,Guido Tomas
-37.99542,-57.55933,2023-01-01,No Asiste,Belgrano
-37.96345,-57.58872,2023-01-01,No Asiste,Termas De Rio Hondo
-38.01497,-57.5650424,2023-01-01,No Asiste,Catamarca
-38.01257,-57.56312,2023-01-01,No Asiste,Saavedra Cornelio
-37.99228,-57.57227,2023-01-01,No Asiste,Avenida Colon
-38.05394,-57.58501,2023-01-01,Asiste Policia y Libera,Calle 67
-37.99159,-57.55769,2023-01-01,No Asiste,Dorrego
-38.0206,-57.56535,2023-01-01,No Asiste,Larrea
-37.974118,-57.5943871,2023-01-01,No Asiste,Armenia
-38.008369,-57.5583275,2023-01-01,No Asiste,General Juan Madariaga
-38.008257,-57.5385752,2023-01-01,Asiste Policia y Libera,Alsina
-37.987541,-57.5881438,2023-01-01,No Asiste,Esteban Gascon
-38.04709,-57.5632,2023-01-01,No Asiste,Bosch Elisa
-37.99249,-57.60501,2023-01-01,No Asiste,Manuel Quintana
-38.011097,-57.592101,2023-01-01,Asiste Policia y Libera,Magallanes
-38.010088,-57.5371577,2023-01-01,No Asiste,Hernandarias
-37.998553,-57.5689131,2023-01-01,Detencion,Falucho
-37.983852,-57.6022941,2023-01-01,Asiste Policia y Libera,Belgrano
-37.987541,-57.5881438,2023-01-01,Asiste Policia y Libera,Dorrego
-38.033857,-57.5661656,2023-01-01,Asiste Policia y Libera,Diagonal Elpidio Gonzalez
-38.02293,-57.5658417,2023-01-01,Se Realiza Seguimiento del Evento,Cordoba
-38.04948,-57.5792,2023-01-01,Asiste Policia y Libera,Willian C Morris
-37.99607,-57.5512,2023-01-01,Asiste Policia y Libera,Catamarca
-37.998955,-57.5479019,2023-01-01,No Asiste,San Luis
-37.96489,-57.6152,2023-01-01,No Asiste,Portugal
-38.03991,-57.56928,2023-01-01,No Asiste,Leonardo Rosales
-37.98206,-57.55417,2023-01-01,Asiste Policia y Libera,Olazabal
-37.990442,-57.5623817,2023-01-01,Asiste Policia y Libera,San Juan
-38.047058,-57.5615176,2023-01-01,Asiste Policia y Libera,Tripulantes Del Fournier
-37.987541,-57.5881438,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Moreno
-38.01497,-57.5650424,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Avenida Independencia
-38.001552,-57.5471858,2023-01-01,Asiste Policia y Libera,Santa Fe
-38.01209,-57.5641472,2023-01-01,Asiste Policia y Libera,Saavedra Cornelio
-38.01141,-57.53686,2023-01-01,Asiste Policia y Libera,Brown Almirante
-37.987541,-57.5881438,2023-01-01,Se Realiza Seguimiento del Evento,Avenida Colon
-38.052473,-57.5613839,2023-01-01,Asiste Policia y Libera,Eduardo G. Carasa
-38.052827,-57.5815795,2023-01-01,No Asiste,Marcelo T. De Alvear
-38.003225,-57.5684679,2023-01-01,Detencion,Avellaneda Nicolas
-37.99255,-57.5514,2023-01-01,No Asiste,Salta
-38.0206,-57.56535,2023-01-01,No Asiste,Larrea
-37.99834,-57.5985,2023-01-01,No Asiste,Avenida Juan B. Justo
-38.0513,-57.56993,2023-01-01,No Asiste,Don Orione
-37.997762,-57.601142,2023-01-01,No Asiste,Labarden
-38.02978,-57.55869,2023-01-01,No Asiste,Solis
-38.02365,-57.56506,2023-01-01,No Asiste,Giacomo Matteotti
-38.00293,-57.56682,2023-01-01,No Asiste,Dorrego
-37.96099,-57.56267,2023-01-01,No Asiste,Olegario V Andrade
-38.0007,-57.55802,2023-01-01,No Asiste,Brown Almirante
-38.01255,-57.58326,2023-01-01,No Asiste,Gaboto
-38.01314,-57.5665124,2023-01-01,No Asiste,Once de 09
-37.99843,-57.5845,2023-01-01,No Asiste,Roca 07
-38.036752,-57.5475286,2023-01-01,Asiste Policia y Libera,General Juan Jose De Urquiza
-38.01497,-57.5650424,2023-01-01,Asiste Policia y Libera,Primera Junta
-37.998513,-57.546153,2023-01-01,Asiste Policia y Libera,San Luis
-37.998732,-57.5861177,2023-01-01,LPR - Se realiza seguimiento del vehiculo,San Lorenzo
-38.029826,-57.5343855,2023-01-01,Asiste Policia y Libera,Paseo Victoria Ocampo
-37.990442,-57.5623817,2023-01-01,No Asiste,La Pampa
-38.00677,-57.56136,2023-01-01,Asiste Policia y Libera,Alvarado Rudecindo
-38.0589,-57.54584,2023-01-01,Asiste Policia y Libera,Tripulantes Del Fournier
-38.08761,-57.65311,2023-01-01,Asiste Policia y Libera,Camino Viejo A Miramar
-38.045428,-57.5897238,2023-01-01,Asiste Policia y Libera,La Pampa
-37.958834,-57.5934307,2023-01-01,Asiste Policia y Libera,Rio Negro
-38.01668,-57.57088,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Salta
-38.00974,-57.5835032,2023-01-01,Asiste Policia y Libera,Herminia Brumana
-37.96781,-57.6007,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Tres de 02
-38.06173,-57.55266,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Cervantes Saavedra
-37.99316,-57.56596,2023-01-01,LPR - Se realiza seguimiento del vehiculo,La Pampa
-38.034314,-57.5469551,2023-01-01,Asiste Policia y Libera,General Martin Rodrigurez
-37.97812,-57.58209,2023-01-01,Asiste Policia y Libera,Nueve de 07
-37.94573,-57.53766,2023-01-01,Asiste Policia y Libera,Luis Beltran Fray
-37.99419,-57.57964,2023-01-01,No Asiste,Rawson
-37.99419,-57.57964,2023-01-01,No Asiste,Antonio Valentini
-38.00763,-57.54649,2023-01-01,No Asiste,Falucho
-37.99544,-57.54786,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Hipolito Yrigoyen
-38.0739,-57.57074,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Luis Piedrabuena Comandante
-38.0285,-57.58616,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Gonzalez Chavez
-38.0285,-57.58616,2023-01-01,No Asiste,Calle 433
-38.00929,-57.55202,2023-01-01,No Asiste,Santa Fe
-38.00512,-57.55147,2023-01-01,No Asiste,Falucho
-38.012543,-57.5816004,2023-01-01,Asiste Policia y Libera,Solis
-37.98434,-57.59696,2023-01-01,No Asiste,Estado De Israel
-38.013544,-57.5568695,2023-01-01,No Asiste,Alvarado Rudecindo
-37.97387,-57.5461575,2023-01-01,Asiste Policia y Libera,Derqui
-37.976319,-57.590468,2023-01-01,Asiste Policia y Libera,David Ortega Presbitero
-37.99749,-57.55962,2023-01-01,No Asiste,20 De Setiembre
-37.9816,-57.57088,2023-01-01,No Asiste,Uruguay
-38.01497,-57.5650424,2023-01-01,Hallazgo Automotor,Formosa
-37.974118,-57.5943871,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Gamal Abdel Nasser
-38.01314,-57.5665124,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Magallanes
-38.00937,-57.54086,2023-01-01,Se Realiza Seguimiento del Evento,Sarmiento
-38.034791,-57.5500985,2023-01-01,Se Realiza Seguimiento del Evento,Don Orione
-38.02892,-57.55102,2023-01-01,Se Realiza Seguimiento del Evento,Alvear Carlos Maria De
-38.00949,-57.56928,2023-01-01,No Asiste,20 De Setiembre
-37.96617,-57.54107,2023-01-01,No Asiste,Catalina Daprotis
-37.9675,-57.60746,2023-01-01,No Asiste,Avenida Pedro Luro
-38.025547,-57.562426,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Avenida Juan B. Justo
-38.00459,-57.57238,2023-01-01,Asiste Policia y Libera,General 07 Argentino Roca
-37.970828,-57.5874362,2023-01-01,Asiste Policia y Libera,Enrique Angelelli Monse̱or
-38.053047,-57.5570257,2023-01-01,Asiste Policia y Libera,Bermejo
-38.01661,-57.58816,2023-01-01,Se Realiza Seguimiento del Evento,Ortiz De Zarate
-38.01672,-57.59318,2023-01-01,Se Realiza Seguimiento del Evento,Osvaldo Magnasco
-38.01879,-57.61643,2023-01-01,Asiste Policia y Libera,Andres Mac Gaul
-37.99834,-57.57156,2023-01-01,Asiste Policia y Libera,Chaco
-37.94907,-57.57712,2023-01-01,Asiste Policia y Libera,Gaspar Melchor De Jovellanos
-37.941173,-57.6016822,2023-01-01,Asiste Policia y Libera,Avenida Juan Hector Jara
-38.0085,-57.5401737,2023-01-01,Asiste Policia y Libera,Alsina
-37.95617,-57.60531,2023-01-01,Se Realiza Seguimiento del Evento,Necochea
-38.0328,-57.54993,2023-01-01,No Asiste,Martin Rodriguez
-38.02012,-57.57782,2023-01-01,No Asiste,Friuli
-37.974118,-57.5943871,2023-01-01,No Asiste,Tomas Manuel De Anchorena
-37.96763,-57.58486,2023-01-01,No Asiste,Remedios De Escalada
-38.011097,-57.592101,2023-01-01,No Asiste,Remedios De Escalada
-37.97219,-57.56048,2023-01-01,No Asiste,Jose Ingenieros
-38.04206,-57.58731,2023-01-01,Se Realiza Seguimiento del Evento,Mateoti
-37.97921,-57.6071,2023-01-01,Se Realiza Seguimiento del Evento,Federico Rauch Coronel
-38.035369,-57.5708407,2023-01-01,No Asiste,Esteban Echeverria
-38.008369,-57.5583275,2023-01-01,Asiste Policia y Libera,Alvarado Rudecindo
-38.004719,-57.6176658,2023-01-01,Asiste Policia y Libera,Canessa
-37.999032,-57.5521837,2023-01-01,Hallazgo Automotor,Eduardo Peralta Ramos
-38.08964,-57.55302,2023-01-01,Asiste Policia y Libera,Castilla Y Leon
-37.99285,-57.54858,2023-01-01,Asiste Policia y Libera,Once de 09
-37.956048,-57.5458781,2023-01-01,Asiste Policia y Libera,Alberti Manuel
-37.98228,-57.5784575,2023-01-01,Asiste Policia y Libera,Avenida Pedro Luro
-38.05662,-57.57144,2023-01-01,Asiste Policia y Libera,Jose Dutto Padre
-38.005798,-57.5990888,2023-01-01,Hallazgo Automotor,Irala
-37.97673,-57.56252,2023-01-01,Asiste Policia y Libera,Brandsen
-38.035406,-57.5910995,2023-01-01,Asiste Policia y Libera,Las Heras
-38.01049,-57.56728,2023-01-01,Asiste Policia y Libera,Jujuy
-38.01255,-57.58326,2023-01-01,No Asiste,Republica De Cuba
-37.99053,-57.57809,2023-01-01,Asiste Policia y Libera,Brown Almirante
-37.976319,-57.590468,2023-01-01,Asiste Policia y Libera,Avenida Pedro Luro
-38.00732,-57.56471,2023-01-01,No Asiste,San Lorenzo
-37.998553,-57.5689131,2023-01-01,Asiste Policia y Libera,Alberti Manuel
-38.06458,-57.5658831,2023-01-01,No Asiste,Mario Bravo
-38.010088,-57.5371577,2023-01-01,Asiste Policia y Libera,Martin Miguel De Guemes
-38.025547,-57.562426,2023-01-01,Asiste Policia y Libera,Corrientes
-37.96887,-57.54248,2023-01-01,Se Realiza Seguimiento del Evento,Aragon
-38.06458,-57.5658831,2023-01-01,Se Realiza Seguimiento del Evento,Benito Linch
-38.00865,-57.5445,2023-01-01,Asiste Policia y Libera,Falucho
-37.99285,-57.54858,2023-01-01,Asiste Policia y Libera,Catamarca
-38.0189,-57.5711611,2023-01-01,Asiste Policia y Libera,Tomas Alva Edison
-38.033221,-57.5799064,2023-01-01,Se Realiza Seguimiento del Evento,Leonardo Rosales
-38.0085,-57.5401737,2023-01-01,Asiste Policia y Libera,Sarmiento
-38.01092,-57.53785,2023-01-01,Asiste Policia y Libera,Martin Miguel De Guemes
-38.03709,-57.55932,2023-01-01,Asiste Policia y Libera,Irala
-38.02123,-57.55044,2023-01-01,Asiste Policia y Libera,Sarmiento
-37.95466,-57.56174,2023-01-01,Se Realiza Seguimiento del Evento,Joaquin V. Gonzalez
-37.992435,-57.6063614,2023-01-01,Asiste Policia y Libera,Marcelino Echegaray
-37.956048,-57.5458781,2023-01-01,No Asiste,Miguel Sagastizabal
-38.03834,-57.56411,2023-01-01,No Asiste,San Salvador
-38.00974,-57.5835032,2023-01-01,No Asiste,Italia
-38.00133,-57.58541,2023-01-01,No Asiste,Guillermo Marconi Ingeniero
-38.00816,-57.54552,2023-01-01,Hallazgo Automotor,Tucuman
-38.02685,-57.54373,2023-01-01,No Asiste,General Lavalle Juan
-38.018043,-57.593152,2023-01-01,Se Realiza Seguimiento del Evento,Jose Luis Geronimo Camusso Intendente
-37.96772,-57.57369,2023-01-01,Se Realiza Seguimiento del Evento,Mariano Acosta Gobernador
-37.981485,-57.6003789,2023-01-01,Detencion,Avenida Pedro Luro
-37.997893,-57.5470348,2023-01-01,Asiste Policia y Libera,Tres de 02
-37.97494,-57.60648,2023-01-01,Asiste Policia y Libera,Jose M. Calaza Coronel
-37.97085,-57.59471,2023-01-01,Asiste Policia y Libera,Termas De Rio Hondo
-38.00338,-57.55712,2023-01-01,Hallazgo Automotor,Catamarca
-38.006021,-57.5805489,2023-01-01,Asiste Policia y Libera,Matheu Domingo
-37.99631,-57.57554,2023-01-01,Hallazgo Automotor,Rawson
-38.005719,-57.5957701,2023-01-01,Asiste Policia y Libera,San Antonio
-38.02356,-57.62541,2023-01-01,No Asiste,Marique Cacique
-38.01205,-57.53314,2023-01-01,Hallazgo Automotor,General Paunero
-37.97962,-57.54801,2023-01-01,Asiste Policia y Libera,Dorrego
-38.077284,-57.5496172,2023-01-01,Se Realiza Seguimiento del Evento,Comunidad Foral De Navarra
-38.01497,-57.59107,2023-01-01,Asiste Policia y Libera,Ortiz De Zarate
-38.01938,-57.61222,2023-01-01,Asiste Policia y Libera,Reforma Universitaria
-38.03809,-57.58743,2023-01-01,Asiste Policia y Libera,Antonio Valentini
-38.02965,-57.53608,2023-01-01,Asiste Policia y Libera,Formosa
-37.9704,-57.55743,2023-01-01,Asiste Policia y Libera,Jose Cardiel Padre
-38.01292,-57.5735,2023-01-01,Asiste Policia y Libera,Laprida
-37.995545,-57.5522649,2023-01-01,Asiste Policia y Libera,Catamarca
-37.95167,-57.60575,2023-01-01,Asiste Policia y Libera,Ecuador
-38.01497,-57.5650424,2023-01-01,Asiste Policia y Libera,Formosa
-37.97639,-57.58774,2023-01-01,Asiste Policia y Libera,Venticinco de 05
-38.031497,-57.5545189,2023-01-01,Asiste Policia y Libera,Marcelo T. De Alvear
-38.1199,-57.60851,2023-01-01,Asiste Policia y Libera,Calle 14
-38.040703,-57.5423252,2023-01-01,Asiste Policia y Libera,Solis
-38.00575,-57.59741,2023-01-01,Asiste Policia y Libera,Eduardo Peralta Ramos
-37.99012,-57.54942,2023-01-01,Asiste Policia y Libera,Avenida Libertad
-38.02922,-57.58346,2023-01-01,Asiste Policia y Libera,Casildo Villar
-38.00498,-57.58255,2023-01-01,Asiste Policia y Libera,Don Bosco
-37.946987,-57.550261,2023-01-01,Hallazgo Automotor,Jose Ortega Y Gasset
-38.00607,-57.58485,2023-01-01,Asiste Policia y Libera,Almafuerte
-38.06305,-57.56911,2023-01-01,Asiste Policia y Libera,Pesquero Narwal
-37.99468,-57.56299,2023-01-01,Asiste Policia y Libera,Funes Gregorio
-38.020955,-57.560052,2023-01-01,Asiste Policia y Libera,Laprida
-37.968508,-57.6054788,2023-01-01,Asiste Policia y Libera,Pigue
-37.992435,-57.6063614,2023-01-01,Asiste Policia y Libera,Marcelino Echegaray
-38.00127,-57.5455517,2023-01-01,Se Realiza Seguimiento del Evento,Avenida Independencia
-38.041777,-57.561692,2023-01-01,Asiste Policia y Libera,Juramento
-37.974118,-57.5943871,2023-01-01,No Asiste,Alsina
-38.00448,-57.54817,2023-01-01,Asiste Policia y Libera,Santa Fe
-38.05781,-57.55787,2023-01-01,Se Realiza Seguimiento del Evento,Puan
-38.001464,-57.542916,2023-01-01,Asiste Policia y Libera,San Martin
-38.063469,-57.5467061,2023-01-01,Asiste Policia y Libera,General Angel Pacheco
-38.032577,-57.5876566,2023-01-01,No Asiste,Rivadavia
-37.98901,-57.55839,2023-01-01,Se Realiza Seguimiento del Evento,Funes Gregorio
-38.0209,-57.52906,2023-01-01,Hallazgo Automotor,Aristobulo Del Valle
-38.02685,-57.54373,2023-01-01,Se Realiza Seguimiento del Evento,General Lavalle Juan
-38.03251,-57.56197,2023-01-01,Se Realiza Seguimiento del Evento,Magallanes
-38.047249,-57.5683127,2023-01-01,Detencion,Miguel De Andrea Monse̱or
-37.99928,-57.55387,2023-01-01,Asiste Policia y Libera,Catamarca
-38.02871,-57.61339,2023-01-01,Asiste Policia y Libera,Bravo Mario
-38.02059,-57.6035938,2023-01-01,Asiste Policia y Libera,Magallanes
-37.99946,-57.54691,2023-01-01,Asiste Policia y Libera,San Martin
-37.976319,-57.590468,2023-01-01,Se Realiza Seguimiento del Evento,Avenida Pedro Luro
-37.993294,-57.5702898,2023-01-01,Detencion,Bolivar
-37.974359,-57.5804727,2023-01-01,Se Realiza Seguimiento del Evento,Arturo Alio
-38.035406,-57.5910995,2023-01-01,Se Realiza Seguimiento del Evento,Armenia
-38.01944,-57.56304,2023-01-01,Asiste Policia y Libera,Avenida Juan Jose Paso
-38.00451,-57.56808,2023-01-01,Asiste Policia y Libera,Dorrego
-38.069764,-57.5589575,2023-01-01,Asiste Policia y Libera,Genaro Giacobini
-37.99951,-57.55117,2023-01-01,Se Realiza Seguimiento del Evento,Hipolito Yrigoyen
-38.033221,-57.5799064,2023-01-01,Se Realiza Seguimiento del Evento,Leonardo Rosales
-37.99951,-57.55117,2023-01-01,No Asiste,Hipolito Yrigoyen
-37.993096,-57.5503209,2023-01-01,Asiste Policia y Libera,Tres de 02
-38.009959,-57.5639469,2023-01-01,Asiste Policia y Libera,Herminia Brumana
-37.968508,-57.6054788,2023-01-01,Detencion,Pigue
-37.94442,-57.5776,2023-01-01,Asiste Policia y Libera,Toribio De Luzuriaga
-38.0001,-57.54323,2023-01-01,Asiste Policia y Libera,Corrientes
-38.05651,-57.6109,2023-01-01,Asiste Policia y Libera,Chuyantuya Cacique
-38.03897,-57.55341,2023-01-01,Asiste Policia y Libera,Magallanes
-37.982754,-57.5843333,2023-01-01,Asiste Policia y Libera,San Juan
-38.02715,-57.5810893,2023-01-01,Asiste Policia y Libera,Avenida Vertiz
-37.974816,-57.5792254,2023-01-01,Detencion,Victoriano E. Montes
-38.08145,-57.56493,2023-01-01,Se Realiza Seguimiento del Evento,Boulevard Quantemoc
-37.99979,-57.60358,2023-01-01,Se Realiza Seguimiento del Evento,Labarden
-37.98517,-57.57515,2023-01-01,Se Realiza Seguimiento del Evento,San Martin
-37.99844,-57.60195,2023-01-01,Se Realiza Seguimiento del Evento,Labarden
-38.03712,-57.56101,2023-01-01,Se Realiza Seguimiento del Evento,Marcelo T. De Alvear
-37.99339,-57.62749,2023-01-01,No Asiste,CALLE 234
-37.9679,-57.58646,2023-01-01,No Asiste,Paula Albarracin
-38.01314,-57.5665124,2023-01-01,Asiste Policia y Libera,Hipolito Yrigoyen
-38.060584,-57.5712209,2023-01-01,Asiste Policia y Libera,Mario Bravo
-37.99522,-57.55051,2023-01-01,No Asiste,Catamarca
-38.0613,-57.57027,2023-01-01,Asiste Policia y Libera,Acha
-38.044272,-57.5928084,2023-01-01,Asiste Policia y Libera,Mario Bravo
-38.01196,-57.58745,2023-01-01,Asiste Policia y Libera,Doce de 10
-38.000006,-57.6255826,2023-01-01,Detencion,Juana Azurduy
-38.02549,-57.5310174,2023-01-01,Detencion,Roca 07
-37.9758,-57.59148,2023-01-01,No Asiste,Remedios De Escalada
-38.02209,-57.56236,2023-01-01,No Asiste,Santa Fe
-38.081572,-57.5388552,2023-01-01,No Asiste,Avenida de los Trabajadores
-38.00865,-57.53745,2023-01-01,No Asiste,Avenida Patricio Peralta Ramos
-37.991873,-57.5909153,2023-01-01,No Asiste,Champagnat
