nombre,lat,lng,address,barrio,tipo
Supermercado 347,-34.983373,-58.051819,Calle 143 #1206,Tolosa,Banco
Hospital 348,-34.787295,-57.824683,Calle 134 #802,San Carlos,Escuela
Comercio 349,-34.898716,-57.978879,Calle 68 #571,Zona Sur,Escuela
Garage 350,-34.802279,-57.907424,Calle 110 #3245,Abella,Escuela
Fábrica 351,-34.986804,-58.043437,Calle 127 #4729,Nueva República,Comercio
Oficina 352,-35.070441,-58.080921,Calle 47 #4183,Zona Sur,Colegio
Depósito 353,-34.926358,-57.964432,Calle 50 #7274,San Carlos,Banco
Farmacia 354,-34.799951,-57.855341,Calle 103 #1165,Barrio Universitario,Hospital
Supermercado 355,-34.956402,-57.898821,Calle 107 #703,Gonnet,Comercio
Supermercado 356,-34.874880,-57.920535,Calle 79 #4334,Ángel Etcheverry,Hospital
Depósito 357,-34.911131,-57.972828,Calle 114 #975,Barrio Universitario,Comercio
Escuela 358,-34.782902,-57.844592,Calle 69 #6121,Gonnet,Comercio
Supermercado 359,-34.840470,-57.859257,Calle 55 #5913,Este,Comercio
Hospital 360,-34.832338,-58.073108,Calle 56 #6019,Parque Saavedra,Escuela
Fábrica 361,-35.015112,-58.094324,Calle 31 #3394,Centro,Hospital
Comercio 362,-34.966668,-57.967630,Calle 59 #417,Nueva República,Instituto
Oficina 363,-34.996784,-57.876502,Calle 138 #8495,Los Hornos,Banco
Escuela 364,-35.014706,-57.912840,Calle 91 #8911,Villa Elvira,Banco
Garage 365,-35.048579,-58.097336,Calle 63 #2179,Villa Elvira,Colegio
Depósito 366,-35.034522,-58.011761,Calle 49 #8804,Oeste,Comercio
Escuela 367,-35.057348,-57.960767,Calle 41 #3181,Parque Saavedra,Comercio
Hospital 368,-34.962155,-58.060975,Calle 92 #1475,Barrio Universitario,Escuela
Escuela 369,-34.994400,-57.808233,Calle 93 #3772,Ángel Etcheverry,Instituto
Oficina 370,-34.888350,-57.905110,Calle 64 #7844,San Carlos,Colegio
Comercio 371,-34.922430,-58.029524,Calle 144 #6950,Oeste,Comercio
Supermercado 372,-35.030753,-57.902349,Calle 47 #4083,Tolosa,Comercio
Farmacia 373,-34.947626,-57.815961,Calle 129 #5768,San Carlos,Instituto
Garage 374,-34.818622,-57.929990,Calle 17 #1329,Parque Saavedra,Instituto
Supermercado 375,-34.786777,-57.892766,Calle 51 #8857,Oeste,Colegio
Fábrica 376,-34.875227,-57.924196,Calle 63 #5259,Parque Saavedra,Colegio
Banco 377,-34.936191,-57.881691,Calle 116 #7667,Barrio Universitario,Colegio
Farmacia 378,-34.826445,-57.925910,Calle 133 #4883,Parque Saavedra,Hospital
Fábrica 379,-34.785195,-58.073874,Calle 124 #1586,Ángel Etcheverry,Banco
Depósito 380,-35.029677,-58.100547,Calle 142 #5838,Villa Elvira,Colegio
Oficina 381,-34.907081,-58.096141,Calle 143 #4455,Tolosa,Comercio
Oficina 382,-35.027774,-57.998397,Calle 10 #7170,Villa Elvira,Instituto
Fábrica 383,-34.909642,-57.999481,Calle 120 #7362,Parque Saavedra,Instituto
Supermercado 384,-35.007886,-58.049874,Calle 127 #400,Gonnet,Hospital
Farmacia 385,-34.804497,-57.819068,Calle 56 #7972,San Carlos,Escuela
Garage 386,-34.842513,-58.008232,Calle 91 #7014,Ringuelet,Colegio
Banco 387,-34.898557,-58.009396,Calle 149 #4318,Centro,Escuela
Farmacia 388,-34.957536,-58.029979,Calle 71 #1325,Ringuelet,Comercio
Banco 389,-34.798380,-58.076885,Calle 62 #7238,Barrio Universitario,Banco
Escuela 390,-34.885877,-57.844244,Calle 57 #693,Zona Sur,Colegio
Farmacia 391,-35.003071,-57.889714,Calle 135 #120,Abella,Hospital
Escuela 392,-34.838828,-57.973957,Calle 47 #2077,Los Hornos,Hospital
Comercio 393,-35.060016,-57.925834,Calle 87 #884,Ringuelet,Colegio
Escuela 394,-34.937715,-57.929066,Calle 143 #8031,Nueva República,Banco
Escuela 395,-34.881338,-57.877139,Calle 13 #5998,Zona Norte,Colegio
Supermercado 396,-34.921053,-58.101401,Calle 28 #1999,Zona Sur,Escuela
Comercio 397,-35.012314,-58.100091,Calle 35 #1981,Barrio Universitario,Comercio
Fábrica 398,-34.876002,-58.039436,Calle 87 #5036,Este,Banco
Escuela 399,-34.841679,-58.074914,Calle 100 #8210,Abella,Comercio
Garage 400,-34.924510,-57.865399,Calle 45 #6953,Tolosa,Colegio
Fábrica 401,-35.059002,-57.953113,Calle 79 #3628,Este,Banco
Banco 402,-35.022214,-58.075501,Calle 78 #2684,Los Hornos,Escuela
Fábrica 403,-34.860699,-58.055607,Calle 84 #1413,Este,Colegio
Garage 404,-34.829847,-57.851306,Calle 143 #2741,Este,Comercio
Banco 405,-34.943019,-58.059953,Calle 71 #5806,Zona Norte,Hospital
Oficina 406,-35.026446,-58.061856,Calle 147 #1095,Nueva República,Colegio
Escuela 407,-34.892102,-58.062651,Calle 27 #1742,Parque Saavedra,Instituto
Supermercado 408,-34.946271,-57.820546,Calle 97 #8285,Barrio Universitario,Hospital
Escuela 409,-35.032831,-57.854704,Calle 1 #7401,Barrio Universitario,Hospital
Comercio 410,-34.963185,-57.881005,Calle 80 #8601,Oeste,Escuela
Banco 411,-34.889126,-57.887514,Calle 132 #6895,Centro,Instituto
Comercio 412,-34.997937,-57.968406,Calle 26 #4134,San Carlos,Hospital
Supermercado 413,-34.819232,-58.036106,Calle 135 #7114,Oeste,Colegio
Fábrica 414,-34.788274,-58.007903,Calle 40 #7625,Villa Elvira,Banco
Fábrica 415,-34.937441,-58.003861,Calle 72 #9565,Ringuelet,Hospital
Oficina 416,-34.829312,-57.909960,Calle 15 #8166,San Carlos,Instituto
Hospital 417,-34.800839,-57.908228,Calle 14 #4694,Zona Norte,Instituto
Comercio 418,-34.776796,-57.967296,Calle 28 #2150,Ringuelet,Escuela
Garage 419,-35.055873,-58.067573,Calle 13 #9655,San Carlos,Colegio
Fábrica 420,-34.864950,-57.810985,Calle 101 #5651,Ringuelet,Escuela
Banco 421,-34.977753,-57.982437,Calle 105 #6845,Ringuelet,Colegio
Farmacia 422,-34.965394,-58.075492,Calle 105 #9174,Abella,Instituto
Hospital 423,-34.773325,-57.828642,Calle 103 #9572,Oeste,Escuela
Escuela 424,-34.812529,-58.002581,Calle 102 #5121,Nueva República,Escuela
Hospital 425,-34.808723,-58.061748,Calle 88 #6229,Este,Banco
Farmacia 426,-34.862507,-57.903598,Calle 42 #2863,Tolosa,Instituto
Hospital 427,-34.967386,-57.924385,Calle 73 #3954,Gonnet,Escuela
Depósito 428,-34.828950,-57.869890,Calle 57 #6247,Oeste,Hospital
Hospital 429,-34.839478,-57.901542,Calle 133 #887,Tolosa,Comercio
Hospital 430,-34.904736,-58.021336,Calle 20 #5553,San Carlos,Escuela
Escuela 431,-34.825328,-58.101347,Calle 139 #5541,Abella,Instituto
Fábrica 432,-35.048476,-57.977407,Calle 145 #6559,Tolosa,Colegio
Oficina 433,-34.908077,-58.037094,Calle 141 #7162,Zona Norte,Hospital
Farmacia 434,-35.037870,-57.991798,Calle 59 #4793,Barrio Universitario,Hospital
Comercio 435,-34.823603,-57.919452,Calle 2 #4359,Abella,Hospital
Fábrica 436,-34.829790,-58.022444,Calle 117 #9224,Ángel Etcheverry,Banco
Depósito 437,-35.063135,-57.882817,Calle 131 #461,Tolosa,Colegio
Banco 438,-34.994779,-57.879507,Calle 130 #5520,Ringuelet,Comercio
Garage 439,-34.988851,-57.892878,Calle 83 #7988,Villa Elvira,Banco
Supermercado 440,-34.780778,-58.041177,Calle 82 #5679,Nueva República,Banco
Garage 441,-34.872841,-57.842784,Calle 86 #9548,Abella,Hospital
Depósito 442,-34.914722,-58.085112,Calle 103 #9218,Este,Banco
Farmacia 443,-34.802925,-58.068899,Calle 29 #4143,Centro,Instituto
Banco 444,-34.917943,-58.074686,Calle 114 #667,Nueva República,Instituto
Supermercado 445,-34.946698,-57.993723,Calle 99 #942,Los Hornos,Colegio
Comercio 446,-34.837495,-58.032658,Calle 140 #8880,Gonnet,Banco
Supermercado 447,-35.066223,-58.022620,Calle 34 #8624,Tolosa,Colegio
Comercio 448,-34.835491,-58.080058,Calle 115 #7299,Nueva República,Banco
Oficina 449,-35.054025,-57.998444,Calle 126 #6303,Ringuelet,Colegio
Oficina 450,-35.057169,-57.954222,Calle 29 #4172,Barrio Universitario,Hospital
Comercio 451,-35.039369,-57.980166,Calle 85 #9290,Ángel Etcheverry,Banco
Garage 452,-34.876649,-58.059854,Calle 82 #3318,Abella,Comercio
Supermercado 453,-34.848331,-58.006667,Calle 17 #6608,Zona Sur,Colegio
Farmacia 454,-34.790581,-58.001140,Calle 40 #8430,Tolosa,Comercio
Fábrica 455,-34.808166,-57.925721,Calle 128 #6494,Ángel Etcheverry,Hospital
Garage 456,-34.801657,-58.050195,Calle 140 #6614,Este,Colegio
Garage 457,-34.869926,-57.942515,Calle 28 #2815,Zona Norte,Hospital
Supermercado 458,-34.912692,-57.822275,Calle 50 #4504,Tolosa,Instituto
Escuela 459,-34.926944,-57.897859,Calle 120 #3497,Nueva República,Instituto
Garage 460,-34.803176,-57.859999,Calle 43 #3889,Parque Saavedra,Comercio
Banco 461,-35.005214,-57.873370,Calle 6 #3591,Centro,Hospital
Farmacia 462,-34.772570,-57.877293,Calle 106 #3047,Parque Saavedra,Instituto
Hospital 463,-35.014898,-58.066486,Calle 62 #7841,Nueva República,Escuela
Garage 464,-34.833816,-57.894422,Calle 17 #8925,Parque Saavedra,Banco
Escuela 465,-35.013649,-57.919408,Calle 143 #6072,Abella,Banco
Comercio 466,-34.887374,-57.902732,Calle 107 #8660,Barrio Universitario,Comercio
Escuela 467,-34.810397,-57.894163,Calle 52 #1968,Oeste,Comercio
Hospital 468,-35.053773,-58.041796,Calle 29 #3347,Ringuelet,Banco
Fábrica 469,-34.911315,-58.103372,Calle 93 #7021,Este,Instituto
Hospital 470,-34.896331,-57.843258,Calle 108 #9088,Nueva República,Escuela
Farmacia 471,-34.994890,-58.033714,Calle 145 #607,Villa Elvira,Comercio
Farmacia 472,-34.908473,-58.030361,Calle 19 #807,Tolosa,Escuela
Escuela 473,-35.067775,-57.849293,Calle 79 #5651,Zona Sur,Comercio
Banco 474,-35.013176,-57.950683,Calle 146 #2002,Zona Sur,Hospital
Escuela 475,-34.976808,-58.082195,Calle 13 #2045,Tolosa,Comercio
Comercio 476,-34.782263,-58.075524,Calle 102 #8617,Gonnet,Instituto
Depósito 477,-34.780841,-57.891849,Calle 31 #9788,Ringuelet,Comercio
Farmacia 478,-35.032529,-57.827858,Calle 24 #5681,Villa Elvira,Escuela
Comercio 479,-34.884792,-57.935975,Calle 129 #9305,Ángel Etcheverry,Instituto
Garage 480,-34.808919,-58.006086,Calle 140 #8126,Barrio Universitario,Instituto
Banco 481,-35.017126,-58.025447,Calle 9 #4960,Nueva República,Hospital
Farmacia 482,-34.995614,-58.091823,Calle 1 #6272,Ringuelet,Hospital
Escuela 483,-34.931880,-57.854430,Calle 100 #112,Parque Saavedra,Hospital
Hospital 484,-34.818504,-58.024902,Calle 37 #7218,Abella,Colegio
Garage 485,-34.894276,-57.976426,Calle 147 #8284,Gonnet,Hospital
Depósito 486,-35.044766,-57.809433,Calle 85 #446,Zona Norte,Instituto
Fábrica 487,-34.931571,-58.077062,Calle 26 #3604,Zona Norte,Escuela
Fábrica 488,-34.947072,-57.970103,Calle 119 #3136,Zona Sur,Banco
Escuela 489,-34.833313,-57.922155,Calle 129 #1168,Gonnet,Banco
Depósito 490,-34.928200,-57.890234,Calle 150 #6911,Oeste,Instituto
Farmacia 491,-34.808008,-57.999671,Calle 23 #1190,Ángel Etcheverry,Comercio
Comercio 492,-34.875813,-57.813310,Calle 140 #7014,Tolosa,Escuela
Escuela 493,-34.998448,-57.968869,Calle 36 #3165,Ringuelet,Hospital
Garage 494,-35.019307,-58.050541,Calle 28 #1540,Zona Sur,Banco
Banco 495,-34.954390,-57.997355,Calle 43 #4478,Tolosa,Banco
Depósito 496,-35.069806,-58.081256,Calle 140 #5300,Nueva República,Escuela
Garage 497,-34.906559,-57.860012,Calle 36 #1097,Zona Sur,Banco
Farmacia 498,-34.775247,-57.946734,Calle 26 #4627,Ringuelet,Escuela
Farmacia 499,-34.891070,-58.032186,Calle 70 #4431,Tolosa,Instituto
Hospital 500,-35.001408,-57.813345,Calle 56 #7737,Los Hornos,Hospital
