camera_number,lat,lng,address,barrio,type,domes,fixed,lpr,corridor,school_corridor,monitoring
1211,-35.052024,-58.011099,Calle 2 esquina 21,Zona Sur,Pública (Municipal),1,3,2,Ruta 18,TRUE,TRUE
1212,-34.814202,-58.078847,Calle 109 esquina 69,Tolosa,Pública (Municipal),2,3,1,Ruta 17,TRUE,TRUE
1213,-35.036921,-57.828382,Calle 117 esquina 138,Zona Norte,Pública (Municipal),1,4,2,Ruta 7,TRUE,FALSE
1214,-35.005901,-57.919296,Calle 38 esquina 76,Parque Saavedra,Pública (Municipal),2,4,2,Ruta 19,FALSE,FALSE
1215,-34.825461,-57.960823,Calle 140 esquina 31,Gonnet,Pública (Municipal),1,1,2,Ruta 1,TRUE,TRUE
1216,-34.794569,-57.979459,Calle 31 esquina 40,Nueva República,Pública (Municipal),1,3,0,Ruta 3,FALSE,TRUE
1217,-34.982764,-57.948824,Calle 45 esquina 22,Gonnet,Pública (Municipal),3,2,1,Ruta 5,FALSE,FALSE
1218,-35.062646,-58.072579,Calle 138 esquina 126,Parque Saavedra,Pública (Municipal),1,3,1,Ruta 18,FALSE,FALSE
1219,-34.953697,-57.977085,Calle 134 esquina 91,Barrio Universitario,Pública (Municipal),1,2,0,Ruta 8,TRUE,FALSE
1220,-35.057368,-57.832247,Calle 76 esquina 64,Ángel Etcheverry,Pública (Municipal),1,1,2,Ruta 15,TRUE,FALSE
1221,-34.934920,-58.081562,Calle 104 esquina 77,Abella,Pública (Municipal),2,3,2,Ruta 4,TRUE,TRUE
1222,-34.996155,-57.865223,Calle 52 esquina 67,Villa Elvira,Pública (Municipal),3,2,1,Ruta 3,FALSE,FALSE
1223,-34.812414,-57.973296,Calle 128 esquina 121,Parque Saavedra,Pública (Municipal),3,3,2,Ruta 3,TRUE,FALSE
1224,-34.863801,-58.049282,Calle 57 esquina 11,Zona Norte,Pública (Municipal),2,1,2,Ruta 19,TRUE,TRUE
1225,-34.793681,-57.934310,Calle 17 esquina 13,Ángel Etcheverry,Pública (Municipal),1,2,1,Ruta 15,FALSE,FALSE
1226,-34.867370,-57.825642,Calle 59 esquina 31,Parque Saavedra,Pública (Municipal),1,3,0,Ruta 7,TRUE,FALSE
1227,-35.023510,-57.975887,Calle 5 esquina 119,Zona Sur,Pública (Municipal),2,2,2,Ruta 11,FALSE,FALSE
1228,-34.887369,-58.004161,Calle 99 esquina 21,Ángel Etcheverry,Pública (Municipal),3,2,0,Ruta 15,FALSE,TRUE
1229,-34.974160,-57.991935,Calle 55 esquina 8,Barrio Universitario,Pública (Municipal),2,1,0,Ruta 10,TRUE,TRUE
1230,-34.945023,-58.073393,Calle 100 esquina 100,San Carlos,Pública (Municipal),3,3,2,Ruta 13,FALSE,FALSE
1231,-34.905094,-57.877278,Calle 31 esquina 90,Ringuelet,Pública (Municipal),3,3,1,Ruta 6,TRUE,FALSE
1232,-35.012070,-57.862802,Calle 13 esquina 145,Gonnet,Pública (Municipal),1,4,0,Ruta 19,TRUE,TRUE
1233,-35.068715,-58.064877,Calle 50 esquina 137,Villa Elvira,Pública (Municipal),3,4,2,Ruta 16,TRUE,FALSE
1234,-34.880207,-58.035596,Calle 44 esquina 99,Parque Saavedra,Pública (Municipal),1,2,1,Ruta 4,TRUE,FALSE
1235,-35.068698,-58.038857,Calle 112 esquina 138,Villa Elvira,Pública (Municipal),2,4,1,Ruta 20,FALSE,FALSE
1236,-35.064192,-58.056220,Calle 24 esquina 51,Zona Norte,Pública (Municipal),3,3,2,Ruta 10,FALSE,FALSE
1237,-35.048825,-57.916688,Calle 87 esquina 91,Tolosa,Pública (Municipal),1,3,0,Ruta 17,FALSE,TRUE
1238,-35.036583,-58.087649,Calle 131 esquina 131,Este,Pública (Municipal),2,4,0,Ruta 20,TRUE,TRUE
1239,-35.056462,-58.078926,Calle 46 esquina 19,Gonnet,Pública (Municipal),3,4,1,Ruta 17,TRUE,FALSE
1240,-34.890965,-58.032112,Calle 28 esquina 130,Oeste,Pública (Municipal),2,1,1,Ruta 11,FALSE,TRUE
1241,-34.989490,-57.849102,Calle 18 esquina 56,Barrio Universitario,Pública (Municipal),3,2,0,Ruta 5,FALSE,TRUE
1242,-34.935877,-57.815164,Calle 149 esquina 26,Parque Saavedra,Pública (Municipal),3,2,1,Ruta 1,TRUE,TRUE
1243,-35.002444,-58.070495,Calle 6 esquina 40,Gonnet,Pública (Municipal),2,1,0,Ruta 16,FALSE,TRUE
1244,-35.042490,-57.857424,Calle 30 esquina 108,Abella,Pública (Municipal),2,2,0,Ruta 2,TRUE,TRUE
1245,-34.925254,-57.997892,Calle 10 esquina 25,Zona Norte,Pública (Municipal),1,1,2,Ruta 2,TRUE,FALSE
1246,-34.921968,-57.918389,Calle 135 esquina 80,Zona Norte,Pública (Municipal),2,4,0,Ruta 20,FALSE,TRUE
1247,-34.943364,-57.805272,Calle 120 esquina 23,Este,Pública (Municipal),3,2,2,Ruta 16,FALSE,TRUE
1248,-34.774745,-58.069892,Calle 65 esquina 25,Zona Sur,Pública (Municipal),2,1,0,Ruta 20,FALSE,FALSE
1249,-34.776164,-57.950709,Calle 82 esquina 70,Gonnet,Pública (Municipal),3,1,2,Ruta 4,FALSE,FALSE
1250,-34.951136,-58.044542,Calle 57 esquina 36,Villa Elvira,Pública (Municipal),2,2,0,Ruta 15,FALSE,FALSE
1251,-34.978938,-58.091218,Calle 17 esquina 143,Parque Saavedra,Pública (Municipal),2,1,2,Ruta 4,FALSE,TRUE
1252,-35.007685,-57.991604,Calle 78 esquina 112,Gonnet,Pública (Municipal),3,4,2,Ruta 8,FALSE,FALSE
1253,-35.052329,-58.001451,Calle 132 esquina 53,Nueva República,Pública (Municipal),3,1,2,Ruta 18,TRUE,TRUE
1254,-35.053628,-58.066870,Calle 120 esquina 75,Villa Elvira,Pública (Municipal),1,4,0,Ruta 15,FALSE,FALSE
1255,-34.873358,-58.048926,Calle 33 esquina 27,San Carlos,Pública (Municipal),1,4,1,Ruta 1,FALSE,FALSE
1256,-34.785179,-58.067406,Calle 53 esquina 108,Ringuelet,Pública (Municipal),3,2,1,Ruta 15,TRUE,FALSE
1257,-34.853135,-58.067207,Calle 133 esquina 128,Zona Sur,Pública (Municipal),2,3,0,Ruta 9,FALSE,TRUE
1258,-35.066250,-58.090987,Calle 119 esquina 28,Nueva República,Pública (Municipal),1,2,2,Ruta 15,TRUE,TRUE
1259,-35.054320,-57.971336,Calle 143 esquina 108,Gonnet,Pública (Municipal),3,4,2,Ruta 9,TRUE,TRUE
1260,-34.931416,-58.031253,Calle 121 esquina 99,Barrio Universitario,Pública (Municipal),1,2,0,Ruta 16,TRUE,TRUE
1261,-34.927427,-57.988627,Calle 38 esquina 100,Gonnet,Pública (Municipal),2,3,1,Ruta 19,TRUE,TRUE
1262,-35.065985,-57.825944,Calle 68 esquina 135,San Carlos,Pública (Municipal),3,3,2,Ruta 10,TRUE,TRUE
1263,-34.939798,-58.072105,Calle 66 esquina 4,Ángel Etcheverry,Pública (Municipal),3,1,1,Ruta 19,FALSE,FALSE
1264,-35.022417,-57.863983,Calle 1 esquina 130,Parque Saavedra,Pública (Municipal),3,4,2,Ruta 20,FALSE,FALSE
1265,-34.809209,-57.866546,Calle 72 esquina 144,Zona Sur,Pública (Municipal),2,1,2,Ruta 5,TRUE,TRUE
1266,-34.889605,-57.970621,Calle 24 esquina 128,Zona Sur,Pública (Municipal),1,4,2,Ruta 3,TRUE,FALSE
1267,-34.959883,-57.921034,Calle 68 esquina 52,Este,Pública (Municipal),1,1,0,Ruta 2,FALSE,FALSE
1268,-34.846351,-57.868568,Calle 113 esquina 140,Abella,Pública (Municipal),1,4,2,Ruta 17,FALSE,FALSE
1269,-34.941828,-57.991435,Calle 70 esquina 106,Barrio Universitario,Pública (Municipal),1,1,0,Ruta 19,FALSE,FALSE
1270,-34.880264,-57.853586,Calle 117 esquina 93,Zona Norte,Pública (Municipal),1,2,2,Ruta 20,TRUE,TRUE
1271,-34.827401,-58.086576,Calle 72 esquina 27,Tolosa,Pública (Municipal),1,1,1,Ruta 17,TRUE,FALSE
1272,-34.837528,-57.896463,Calle 146 esquina 111,Abella,Pública (Municipal),1,1,2,Ruta 7,TRUE,TRUE
1273,-34.956245,-57.854820,Calle 60 esquina 133,Centro,Pública (Municipal),2,3,2,Ruta 8,FALSE,TRUE
1274,-34.772756,-57.905160,Calle 101 esquina 130,Ángel Etcheverry,Pública (Municipal),1,4,2,Ruta 11,FALSE,TRUE
1275,-34.820897,-57.944530,Calle 22 esquina 149,Villa Elvira,Pública (Municipal),2,3,1,Ruta 18,FALSE,TRUE
1276,-34.811057,-58.011648,Calle 116 esquina 37,Tolosa,Pública (Municipal),1,1,2,Ruta 4,TRUE,FALSE
1277,-34.990415,-57.873949,Calle 131 esquina 10,Ringuelet,Pública (Municipal),2,1,0,Ruta 7,FALSE,TRUE
1278,-34.998455,-58.032672,Calle 62 esquina 144,Villa Elvira,Pública (Municipal),2,1,2,Ruta 9,TRUE,TRUE
1279,-34.788130,-58.015899,Calle 46 esquina 49,Gonnet,Pública (Municipal),2,2,0,Ruta 12,TRUE,TRUE
1280,-34.830467,-57.837989,Calle 115 esquina 60,Oeste,Pública (Municipal),1,2,0,Ruta 5,TRUE,TRUE
1281,-34.870220,-57.821341,Calle 45 esquina 123,Parque Saavedra,Pública (Municipal),2,4,0,Ruta 1,TRUE,TRUE
1282,-34.847654,-57.899318,Calle 141 esquina 134,Tolosa,Pública (Municipal),2,3,1,Ruta 11,TRUE,TRUE
1283,-35.061303,-57.807830,Calle 58 esquina 42,Tolosa,Pública (Municipal),3,1,2,Ruta 13,FALSE,FALSE
1284,-34.772494,-58.008134,Calle 46 esquina 123,Zona Sur,Pública (Municipal),3,1,2,Ruta 5,FALSE,TRUE
1285,-34.950939,-57.855993,Calle 31 esquina 46,Barrio Universitario,Pública (Municipal),1,3,0,Ruta 5,TRUE,TRUE
1286,-34.817599,-58.097819,Calle 119 esquina 30,Ángel Etcheverry,Pública (Municipal),2,1,1,Ruta 15,FALSE,FALSE
1287,-35.055105,-57.914873,Calle 31 esquina 60,Centro,Pública (Municipal),2,3,0,Ruta 8,TRUE,FALSE
1288,-34.936274,-57.852340,Calle 122 esquina 74,Zona Sur,Pública (Municipal),3,2,1,Ruta 2,FALSE,TRUE
1289,-34.863221,-57.829040,Calle 56 esquina 54,Villa Elvira,Pública (Municipal),2,1,0,Ruta 12,FALSE,FALSE
1290,-34.873899,-57.967457,Calle 25 esquina 96,Ringuelet,Pública (Municipal),3,1,0,Ruta 2,TRUE,FALSE
1291,-34.786140,-57.863547,Calle 71 esquina 107,Nueva República,Pública (Municipal),3,2,2,Ruta 1,TRUE,TRUE
1292,-35.017291,-57.876366,Calle 1 esquina 149,Oeste,Pública (Municipal),1,4,0,Ruta 18,TRUE,TRUE
1293,-34.910843,-57.923669,Calle 54 esquina 10,Este,Pública (Municipal),2,3,2,Ruta 13,TRUE,FALSE
1294,-34.846195,-57.829707,Calle 80 esquina 1,Villa Elvira,Pública (Municipal),3,1,1,Ruta 8,FALSE,FALSE
1295,-34.967139,-57.980459,Calle 66 esquina 38,Zona Sur,Pública (Municipal),2,2,1,Ruta 9,TRUE,TRUE
1296,-34.791439,-58.063815,Calle 72 esquina 115,San Carlos,Pública (Municipal),1,2,0,Ruta 10,TRUE,FALSE
1297,-34.772966,-58.071006,Calle 84 esquina 120,Ringuelet,Pública (Municipal),3,2,2,Ruta 1,FALSE,TRUE
1298,-34.983854,-57.811306,Calle 36 esquina 32,Gonnet,Pública (Municipal),1,1,0,Ruta 8,TRUE,TRUE
1299,-34.807540,-57.928146,Calle 118 esquina 33,Abella,Pública (Municipal),3,3,1,Ruta 8,TRUE,TRUE
1300,-34.837203,-57.833739,Calle 16 esquina 29,Abella,Pública (Municipal),3,1,2,Ruta 7,FALSE,FALSE
1301,-34.832378,-57.942004,Calle 36 esquina 130,Tolosa,Pública (Municipal),3,4,2,Ruta 17,FALSE,FALSE
1302,-34.795491,-57.843116,Calle 15 esquina 136,Tolosa,Pública (Municipal),3,4,1,Ruta 19,FALSE,TRUE
1303,-34.967446,-57.830398,Calle 126 esquina 116,Zona Sur,Pública (Municipal),3,2,1,Ruta 8,TRUE,FALSE
1304,-35.022927,-57.915027,Calle 57 esquina 93,Zona Norte,Pública (Municipal),2,4,1,Ruta 18,TRUE,TRUE
1305,-35.051208,-58.030294,Calle 149 esquina 9,Gonnet,Pública (Municipal),1,2,1,Ruta 12,TRUE,TRUE
1306,-34.787779,-58.005244,Calle 8 esquina 43,Villa Elvira,Pública (Municipal),1,3,1,Ruta 3,TRUE,FALSE
1307,-34.895680,-57.975108,Calle 121 esquina 85,Tolosa,Pública (Municipal),1,1,2,Ruta 11,TRUE,TRUE
1308,-35.004464,-57.825658,Calle 141 esquina 149,Ringuelet,Pública (Municipal),3,1,2,Ruta 9,FALSE,FALSE
1309,-34.911374,-58.050734,Calle 103 esquina 6,Gonnet,Pública (Municipal),3,3,0,Ruta 20,FALSE,TRUE
1310,-35.023812,-58.006393,Calle 37 esquina 72,Los Hornos,Pública (Municipal),1,1,0,Ruta 15,FALSE,TRUE
1311,-34.987531,-57.908866,Calle 7 esquina 76,Oeste,Pública (Municipal),1,4,1,Ruta 17,FALSE,TRUE
1312,-34.773092,-57.927406,Calle 120 esquina 37,Barrio Universitario,Pública (Municipal),3,1,1,Ruta 20,FALSE,TRUE
1313,-34.796497,-57.817511,Calle 106 esquina 28,Gonnet,Pública (Municipal),2,4,2,Ruta 6,FALSE,TRUE
1314,-34.859258,-57.821284,Calle 54 esquina 37,Ringuelet,Pública (Municipal),3,2,0,Ruta 20,FALSE,TRUE
1315,-34.966752,-57.954299,Calle 35 esquina 145,Centro,Pública (Municipal),3,2,0,Ruta 13,FALSE,TRUE
1316,-34.949881,-57.820469,Calle 148 esquina 149,Barrio Universitario,Pública (Municipal),1,1,2,Ruta 15,FALSE,TRUE
1317,-34.893070,-57.901883,Calle 22 esquina 28,Tolosa,Pública (Municipal),1,3,1,Ruta 6,FALSE,TRUE
1318,-35.066686,-58.051989,Calle 102 esquina 31,Zona Norte,Pública (Municipal),2,2,0,Ruta 3,FALSE,TRUE
1319,-34.822280,-57.983134,Calle 137 esquina 30,Zona Norte,Pública (Municipal),1,1,0,Ruta 10,TRUE,TRUE
1320,-34.877169,-57.823877,Calle 34 esquina 81,Ángel Etcheverry,Pública (Municipal),1,1,2,Ruta 1,FALSE,FALSE
1321,-34.999978,-58.071609,Calle 32 esquina 12,Centro,Pública (Municipal),3,1,2,Ruta 10,FALSE,TRUE
1322,-34.913872,-57.808262,Calle 82 esquina 17,Oeste,Pública (Municipal),2,2,0,Ruta 10,TRUE,FALSE
1323,-34.888296,-58.098021,Calle 105 esquina 40,Ringuelet,Pública (Municipal),3,2,2,Ruta 7,FALSE,FALSE
1324,-34.877903,-57.953156,Calle 108 esquina 26,San Carlos,Pública (Municipal),2,4,1,Ruta 8,FALSE,FALSE
1325,-34.774457,-57.960786,Calle 22 esquina 1,Parque Saavedra,Pública (Municipal),1,1,1,Ruta 6,FALSE,TRUE
1326,-35.037599,-57.964041,Calle 127 esquina 119,Ringuelet,Pública (Municipal),3,1,1,Ruta 8,FALSE,TRUE
1327,-34.919895,-57.911278,Calle 10 esquina 134,Nueva República,Pública (Municipal),1,4,2,Ruta 19,FALSE,TRUE
1328,-34.921070,-57.908375,Calle 69 esquina 141,Parque Saavedra,Pública (Municipal),1,2,2,Ruta 19,TRUE,FALSE
1329,-34.778994,-57.810127,Calle 136 esquina 123,San Carlos,Pública (Municipal),1,1,1,Ruta 18,TRUE,FALSE
1330,-34.866355,-57.960547,Calle 110 esquina 31,Barrio Universitario,Pública (Municipal),1,2,0,Ruta 10,TRUE,FALSE
1331,-34.952675,-57.916668,Calle 28 esquina 6,Zona Norte,Pública (Municipal),2,3,1,Ruta 11,TRUE,TRUE
1332,-34.899116,-58.034803,Calle 93 esquina 124,San Carlos,Pública (Municipal),1,2,1,Ruta 20,FALSE,FALSE
1333,-34.907211,-57.935941,Calle 81 esquina 124,Barrio Universitario,Pública (Municipal),2,1,1,Ruta 16,FALSE,FALSE
1334,-34.911743,-58.101512,Calle 58 esquina 134,Centro,Pública (Municipal),3,3,0,Ruta 3,FALSE,TRUE
1335,-34.860181,-58.064337,Calle 61 esquina 16,San Carlos,Pública (Municipal),1,1,2,Ruta 20,FALSE,FALSE
1336,-35.032346,-57.983330,Calle 137 esquina 135,San Carlos,Pública (Municipal),1,2,1,Ruta 6,FALSE,TRUE
1337,-35.049708,-58.008865,Calle 134 esquina 108,Ángel Etcheverry,Pública (Municipal),3,2,0,Ruta 20,TRUE,FALSE
1338,-34.824387,-58.033816,Calle 56 esquina 53,Zona Norte,Pública (Municipal),2,4,1,Ruta 9,FALSE,FALSE
1339,-34.860120,-58.074293,Calle 133 esquina 55,Ringuelet,Pública (Municipal),3,3,1,Ruta 9,TRUE,TRUE
1340,-34.801750,-58.044601,Calle 18 esquina 118,Zona Norte,Pública (Municipal),3,4,2,Ruta 13,FALSE,FALSE
1341,-34.818432,-58.074028,Calle 85 esquina 22,Villa Elvira,Pública (Municipal),2,1,1,Ruta 2,TRUE,TRUE
1342,-34.913128,-57.841029,Calle 134 esquina 145,Ringuelet,Pública (Municipal),1,1,1,Ruta 4,TRUE,TRUE
1343,-34.772291,-57.986525,Calle 97 esquina 34,Los Hornos,Pública (Municipal),2,2,0,Ruta 15,TRUE,TRUE
1344,-34.933724,-57.879323,Calle 17 esquina 92,Ángel Etcheverry,Pública (Municipal),1,3,1,Ruta 7,TRUE,TRUE
1345,-34.897083,-58.044489,Calle 83 esquina 130,Centro,Pública (Municipal),3,2,2,Ruta 4,FALSE,FALSE
1346,-34.991907,-57.892201,Calle 13 esquina 4,Los Hornos,Pública (Municipal),1,2,0,Ruta 13,TRUE,FALSE
1347,-34.986053,-58.034557,Calle 72 esquina 75,Tolosa,Pública (Municipal),3,2,0,Ruta 20,TRUE,TRUE
1348,-34.929157,-57.919426,Calle 130 esquina 5,Ringuelet,Pública (Municipal),3,4,2,Ruta 7,FALSE,TRUE
1349,-34.912548,-58.047254,Calle 34 esquina 13,Nueva República,Pública (Municipal),1,4,2,Ruta 3,FALSE,FALSE
1350,-34.968397,-58.021240,Calle 33 esquina 74,Villa Elvira,Pública (Municipal),2,4,2,Ruta 3,FALSE,TRUE
1351,-34.813206,-58.101560,Calle 59 esquina 147,Zona Norte,Pública (Municipal),1,4,2,Ruta 13,FALSE,TRUE
1352,-34.822276,-57.828398,Calle 91 esquina 77,Abella,Pública (Municipal),3,2,1,Ruta 17,FALSE,TRUE
1353,-34.832345,-57.998164,Calle 88 esquina 108,Zona Norte,Pública (Municipal),2,1,2,Ruta 15,TRUE,TRUE
1354,-35.018073,-57.869827,Calle 18 esquina 108,Centro,Pública (Municipal),1,1,1,Ruta 14,FALSE,FALSE
1355,-34.861745,-57.826194,Calle 133 esquina 119,Gonnet,Pública (Municipal),2,2,1,Ruta 16,FALSE,TRUE
1356,-34.953109,-57.966369,Calle 104 esquina 89,Nueva República,Pública (Municipal),2,2,2,Ruta 1,FALSE,FALSE
1357,-34.897556,-58.104921,Calle 105 esquina 47,Zona Sur,Pública (Municipal),3,3,1,Ruta 12,FALSE,TRUE
1358,-34.863770,-57.978111,Calle 3 esquina 104,Gonnet,Pública (Municipal),2,3,2,Ruta 6,FALSE,FALSE
1359,-34.918878,-57.950373,Calle 20 esquina 90,Barrio Universitario,Pública (Municipal),2,1,2,Ruta 11,TRUE,FALSE
1360,-34.913012,-57.835062,Calle 52 esquina 116,Ringuelet,Pública (Municipal),3,4,0,Ruta 6,FALSE,TRUE
1361,-34.921339,-57.861478,Calle 12 esquina 146,Parque Saavedra,Pública (Municipal),2,4,0,Ruta 5,TRUE,TRUE
1362,-35.061138,-57.855664,Calle 121 esquina 54,Centro,Pública (Municipal),3,3,1,Ruta 4,TRUE,TRUE
1363,-35.014408,-58.049471,Calle 7 esquina 77,Nueva República,Pública (Municipal),3,1,2,Ruta 14,FALSE,FALSE
1364,-34.879670,-58.039662,Calle 106 esquina 150,Ringuelet,Pública (Municipal),1,2,2,Ruta 18,FALSE,TRUE
1365,-35.049929,-58.012932,Calle 71 esquina 10,Abella,Pública (Municipal),3,1,0,Ruta 6,TRUE,TRUE
1366,-34.939040,-57.871515,Calle 9 esquina 142,Parque Saavedra,Pública (Municipal),3,1,2,Ruta 15,TRUE,FALSE
1367,-35.003562,-57.926820,Calle 18 esquina 101,Este,Pública (Municipal),1,4,0,Ruta 12,TRUE,TRUE
1368,-34.916251,-58.078479,Calle 125 esquina 59,Zona Sur,Pública (Municipal),2,2,0,Ruta 16,FALSE,TRUE
1369,-34.931653,-57.996687,Calle 19 esquina 8,Abella,Pública (Municipal),1,2,2,Ruta 3,FALSE,TRUE
1370,-35.008004,-57.908528,Calle 94 esquina 148,Parque Saavedra,Pública (Municipal),2,2,1,Ruta 19,TRUE,TRUE
1371,-34.877322,-57.823093,Calle 31 esquina 130,Ángel Etcheverry,Pública (Municipal),1,1,1,Ruta 6,FALSE,TRUE
1372,-35.011895,-57.892485,Calle 5 esquina 14,Centro,Pública (Municipal),1,2,1,Ruta 11,FALSE,FALSE
1373,-35.012504,-57.836878,Calle 27 esquina 30,Ringuelet,Pública (Municipal),2,4,1,Ruta 18,FALSE,TRUE
1374,-34.778688,-58.034394,Calle 145 esquina 31,Ángel Etcheverry,Pública (Municipal),3,4,1,Ruta 5,TRUE,TRUE
1375,-35.052421,-57.873373,Calle 84 esquina 79,Villa Elvira,Pública (Municipal),3,2,2,Ruta 17,TRUE,TRUE
1376,-35.041469,-58.061231,Calle 125 esquina 31,Los Hornos,Pública (Municipal),1,3,0,Ruta 8,FALSE,FALSE
1377,-35.014625,-57.942179,Calle 32 esquina 127,Ángel Etcheverry,Pública (Municipal),1,1,0,Ruta 3,TRUE,FALSE
1378,-34.848511,-57.866201,Calle 81 esquina 117,Ángel Etcheverry,Pública (Municipal),1,4,2,Ruta 15,TRUE,TRUE
1379,-34.942062,-57.856230,Calle 43 esquina 16,Los Hornos,Pública (Municipal),2,1,1,Ruta 3,TRUE,TRUE
1380,-35.024076,-57.831794,Calle 29 esquina 31,Barrio Universitario,Pública (Municipal),2,1,1,Ruta 13,FALSE,TRUE
1381,-34.897086,-57.925901,Calle 112 esquina 11,Parque Saavedra,Pública (Municipal),1,2,0,Ruta 1,FALSE,TRUE
1382,-34.875874,-58.036983,Calle 20 esquina 99,Barrio Universitario,Pública (Municipal),3,1,2,Ruta 2,FALSE,TRUE
1383,-35.043869,-57.924442,Calle 55 esquina 146,Zona Sur,Pública (Municipal),3,3,1,Ruta 14,TRUE,FALSE
1384,-35.005107,-57.973637,Calle 57 esquina 3,Parque Saavedra,Pública (Municipal),3,4,2,Ruta 13,TRUE,TRUE
1385,-34.952232,-58.084248,Calle 34 esquina 44,Zona Sur,Pública (Municipal),1,3,0,Ruta 19,TRUE,FALSE
1386,-34.980116,-57.929577,Calle 137 esquina 143,San Carlos,Pública (Municipal),3,3,0,Ruta 1,TRUE,TRUE
1387,-35.065189,-58.053051,Calle 56 esquina 73,Barrio Universitario,Pública (Municipal),1,1,1,Ruta 15,TRUE,TRUE
1388,-34.891979,-58.018611,Calle 59 esquina 93,Parque Saavedra,Pública (Municipal),3,4,2,Ruta 5,TRUE,TRUE
1389,-34.848442,-57.930236,Calle 136 esquina 52,Zona Norte,Pública (Municipal),1,1,1,Ruta 10,TRUE,TRUE
1390,-34.919584,-58.019727,Calle 33 esquina 92,Barrio Universitario,Pública (Municipal),1,4,0,Ruta 7,FALSE,FALSE
1391,-34.967803,-57.994665,Calle 111 esquina 102,Ringuelet,Pública (Municipal),2,4,1,Ruta 11,TRUE,FALSE
1392,-34.892126,-58.069795,Calle 74 esquina 31,Ángel Etcheverry,Pública (Municipal),2,4,1,Ruta 10,TRUE,FALSE
1393,-34.897781,-58.091457,Calle 39 esquina 101,Nueva República,Pública (Municipal),2,2,0,Ruta 6,FALSE,TRUE
1394,-34.977732,-58.070356,Calle 61 esquina 32,Barrio Universitario,Pública (Municipal),3,4,1,Ruta 5,FALSE,FALSE
1395,-34.778599,-58.061215,Calle 117 esquina 76,Ángel Etcheverry,Pública (Municipal),3,2,1,Ruta 13,TRUE,FALSE
1396,-34.953773,-57.914788,Calle 127 esquina 54,Gonnet,Pública (Municipal),1,4,1,Ruta 7,TRUE,FALSE
1397,-34.959808,-57.832644,Calle 22 esquina 61,Parque Saavedra,Pública (Municipal),2,1,0,Ruta 3,TRUE,TRUE
1398,-34.836305,-58.011259,Calle 24 esquina 24,Barrio Universitario,Pública (Municipal),1,3,0,Ruta 12,TRUE,TRUE
1399,-35.001011,-58.060515,Calle 135 esquina 148,Villa Elvira,Pública (Municipal),2,4,1,Ruta 11,FALSE,TRUE
1400,-34.866080,-57.843072,Calle 102 esquina 142,Centro,Pública (Municipal),2,3,2,Ruta 13,FALSE,TRUE
1401,-34.969649,-57.908328,Calle 51 esquina 68,Tolosa,Pública (Municipal),3,1,1,Ruta 19,FALSE,FALSE
1402,-34.872332,-57.983348,Calle 118 esquina 117,Parque Saavedra,Pública (Municipal),2,4,2,Ruta 11,FALSE,FALSE
1403,-35.046657,-57.965685,Calle 118 esquina 14,Los Hornos,Pública (Municipal),2,1,2,Ruta 12,TRUE,FALSE
1404,-34.804846,-57.855332,Calle 137 esquina 63,Centro,Pública (Municipal),2,1,0,Ruta 7,FALSE,FALSE
1405,-34.816678,-57.987360,Calle 81 esquina 31,Ángel Etcheverry,Pública (Municipal),3,1,2,Ruta 19,TRUE,FALSE
1406,-34.977614,-57.959456,Calle 44 esquina 140,Este,Pública (Municipal),1,1,0,Ruta 4,FALSE,TRUE
1407,-34.866294,-58.007859,Calle 83 esquina 123,Este,Pública (Municipal),3,3,1,Ruta 17,TRUE,FALSE
1408,-35.027835,-57.818785,Calle 139 esquina 5,Abella,Pública (Municipal),3,4,1,Ruta 4,FALSE,FALSE
1409,-34.785234,-58.075791,Calle 1 esquina 144,Zona Norte,Pública (Municipal),1,4,0,Ruta 19,FALSE,TRUE
1410,-34.794361,-58.025539,Calle 30 esquina 59,Ángel Etcheverry,Pública (Municipal),3,2,2,Ruta 8,TRUE,TRUE
1411,-34.891701,-58.058103,Calle 59 esquina 101,Zona Sur,Pública (Municipal),3,1,0,Ruta 17,FALSE,FALSE
1412,-34.835412,-57.933828,Calle 65 esquina 20,Parque Saavedra,Pública (Municipal),1,3,2,Ruta 3,TRUE,FALSE
1413,-34.891018,-57.872031,Calle 76 esquina 65,Ángel Etcheverry,Pública (Municipal),1,1,1,Ruta 18,FALSE,TRUE
1414,-34.776529,-57.874848,Calle 136 esquina 136,Centro,Pública (Municipal),2,3,0,Ruta 5,TRUE,FALSE
1415,-34.808092,-58.017885,Calle 82 esquina 109,Parque Saavedra,Pública (Municipal),1,3,0,Ruta 9,FALSE,TRUE
1416,-34.881229,-58.004381,Calle 96 esquina 96,San Carlos,Pública (Municipal),2,3,2,Ruta 4,FALSE,FALSE
1417,-34.848853,-57.974658,Calle 7 esquina 88,Nueva República,Pública (Municipal),3,3,0,Ruta 6,FALSE,TRUE
1418,-34.802826,-58.056710,Calle 131 esquina 130,Zona Sur,Pública (Municipal),1,3,0,Ruta 8,FALSE,TRUE
1419,-35.005426,-57.869129,Calle 74 esquina 68,Tolosa,Pública (Municipal),2,2,0,Ruta 11,FALSE,TRUE
1420,-35.030247,-57.844934,Calle 10 esquina 116,Zona Norte,Pública (Municipal),3,3,0,Ruta 18,FALSE,TRUE
1421,-34.845016,-57.867763,Calle 75 esquina 117,San Carlos,Pública (Municipal),3,3,1,Ruta 5,FALSE,TRUE
