lat,lng,fecha,resultado,observaciones,año
-34.883489,-58.002932,2024-12-21,Hallazgo de Automotor,Gonnet,2024
-34.775619,-57.873717,2024-08-23,Asiste Policia y Libera,Nueva República,2024
-34.931615,-57.995724,2024-05-09,Hallazgo de Automotor,Centro,2023
-34.873202,-57.833055,2024-07-12,Intervencion Policial,Zona Norte,2023
-35.035301,-57.818461,2024-08-26,Hallazgo de Automotor,Nueva República,2023
-35.051395,-57.929251,2025-04-20,Hallazgo de Automotor,Gonnet,2024
-34.813559,-58.043619,2025-08-10,Hallazgo de Automotor,Barrio Universitario,2024
-34.814769,-57.810184,2026-04-16,Sin Recurso Policial,Gonnet,2024
-34.947160,-58.062429,2025-09-03,Sin Recurso Policial,Villa Elvira,2023
-34.813278,-57.906566,2024-11-22,Hallazgo de Automotor,San Carlos,2023
-35.069274,-57.956554,2026-03-09,Asiste Policia y Libera,Centro,2023
-34.892998,-57.849739,2026-02-17,Intervencion Policial,Tolosa,2024
-34.878611,-57.955059,2023-03-10,Hallazgo de Automotor,Los Hornos,2023
-34.834010,-57.870640,2023-07-18,Sin Recurso Policial,Este,2023
-34.833327,-57.929663,2025-06-29,Hallazgo de Automotor,Centro,2024
-34.865881,-58.003623,2025-08-13,Asiste Policia y Libera,Este,2024
-34.984081,-58.048734,2025-05-03,Hallazgo de Automotor,Zona Sur,2024
-34.978218,-57.892067,2024-11-07,Intervencion Policial,Oeste,2024
-35.025414,-57.952261,2024-08-20,Hallazgo de Automotor,Centro,2024
-34.793046,-57.906586,2024-02-24,Asiste Policia y Libera,Tolosa,2024
-34.848885,-57.823886,2024-11-12,Hallazgo de Automotor,Zona Norte,2024
-35.008843,-57.990938,2024-08-02,Asiste Policia y Libera,Barrio Universitario,2023
-34.907703,-58.000028,2024-05-23,Asiste Policia y Libera,Villa Elvira,2023
-35.003040,-57.987620,2024-09-01,Intervencion Policial,Villa Elvira,2023
-34.780071,-57.839861,2024-08-05,Recuperado,Este,2023
-34.946616,-57.830330,2025-06-13,Asiste Policia y Libera,Tolosa,2023
-34.949589,-57.875031,2025-02-08,Asiste Policia y Libera,Centro,2023
-34.918187,-57.977273,2026-04-29,Intervencion Policial,Centro,2024
-34.924780,-57.944503,2025-02-27,Sin Recurso Policial,Nueva República,2024
-34.893997,-57.818538,2025-07-31,Asiste Policia y Libera,Oeste,2024
-34.812970,-57.948759,2026-03-30,Hallazgo de Automotor,Los Hornos,2024
-34.889387,-57.936437,2025-04-01,Asiste Policia y Libera,Abella,2023
-34.804108,-58.025572,2024-06-02,Recuperado,Zona Sur,2024
-34.858597,-58.078877,2025-12-23,Intervencion Policial,Gonnet,2024
-34.868066,-57.866460,2024-12-31,Hallazgo de Automotor,Oeste,2024
-35.029524,-57.824555,2024-04-24,Asiste Policia y Libera,Este,2024
-35.040656,-58.052776,2025-05-11,Intervencion Policial,Zona Sur,2024
-34.871688,-57.938860,2026-03-10,Intervencion Policial,Tolosa,2023
-35.042702,-57.924223,2024-12-31,Recuperado,Parque Saavedra,2023
-34.877783,-57.896756,2023-08-30,Recuperado,Barrio Universitario,2023
-34.977647,-57.826341,2024-05-15,Recuperado,Tolosa,2024
-34.912298,-57.840073,2025-10-25,Intervencion Policial,Este,2024
-34.821287,-57.855900,2024-09-07,Asiste Policia y Libera,Oeste,2024
-34.897628,-58.038071,2024-04-02,Asiste Policia y Libera,Los Hornos,2024
-35.024097,-57.874411,2025-09-01,Recuperado,Villa Elvira,2023
-35.028893,-57.901942,2025-10-29,Hallazgo de Automotor,Zona Sur,2023
-35.008437,-57.813722,2025-08-20,Asiste Policia y Libera,Zona Norte,2024
-34.994152,-57.991934,2025-02-03,Asiste Policia y Libera,Ringuelet,2024
-34.943443,-57.806909,2026-02-10,Recuperado,Ángel Etcheverry,2023
-34.824787,-57.978801,2024-05-12,Sin Recurso Policial,Centro,2024
-34.792655,-57.948676,2024-04-16,Recuperado,Abella,2024
-34.784474,-58.014762,2025-06-28,Recuperado,Nueva República,2023
-34.921894,-58.037867,2025-06-04,Hallazgo de Automotor,Abella,2024
-34.793565,-57.909081,2025-08-22,Sin Recurso Policial,Villa Elvira,2024
-35.053152,-57.910395,2023-05-24,Asiste Policia y Libera,Parque Saavedra,2023
-34.975826,-57.942509,2024-02-23,Intervencion Policial,Barrio Universitario,2024
-35.040356,-58.054852,2025-10-18,Hallazgo de Automotor,Ángel Etcheverry,2024
-34.937190,-57.930714,2023-06-30,Sin Recurso Policial,Villa Elvira,2023
-34.961727,-58.069131,2025-08-10,Sin Recurso Policial,San Carlos,2024
-34.867573,-57.855640,2023-05-30,Recuperado,San Carlos,2023
-34.940490,-57.997687,2024-06-21,Sin Recurso Policial,Nueva República,2024
-34.803704,-57.825988,2024-08-16,Intervencion Policial,Los Hornos,2023
-34.921351,-58.056316,2025-11-05,Sin Recurso Policial,San Carlos,2024
-34.978573,-57.851576,2024-09-18,Intervencion Policial,Tolosa,2024
-34.866871,-57.860022,2023-12-02,Recuperado,Nueva República,2023
-34.992002,-57.859140,2025-10-14,Sin Recurso Policial,Zona Norte,2024
-34.970965,-57.902041,2025-08-03,Sin Recurso Policial,Parque Saavedra,2024
-34.938216,-58.005225,2024-02-07,Intervencion Policial,Este,2024
-34.802101,-57.909118,2025-05-22,Hallazgo de Automotor,Zona Sur,2024
-34.903166,-57.905777,2025-09-21,Recuperado,Villa Elvira,2024
-35.047818,-58.042921,2024-05-02,Intervencion Policial,Centro,2024
-35.014774,-57.840003,2025-08-31,Hallazgo de Automotor,Tolosa,2023
-35.030565,-57.995187,2024-01-29,Intervencion Policial,Oeste,2024
-34.873788,-58.099108,2024-02-24,Intervencion Policial,Este,2023
-34.848982,-57.829111,2025-02-08,Asiste Policia y Libera,Este,2024
-34.984876,-57.949838,2025-04-04,Intervencion Policial,Centro,2023
-34.861165,-58.062552,2026-04-30,Asiste Policia y Libera,Parque Saavedra,2024
-34.840984,-58.047968,2025-03-01,Recuperado,Gonnet,2024
-35.050966,-58.068313,2025-02-22,Asiste Policia y Libera,Los Hornos,2023
-34.868779,-57.971721,2025-07-21,Hallazgo de Automotor,Los Hornos,2024
-34.973470,-58.012472,2025-11-13,Hallazgo de Automotor,Barrio Universitario,2024
-35.060660,-58.012619,2025-09-10,Intervencion Policial,Tolosa,2024
-34.828400,-57.864796,2025-02-13,Intervencion Policial,Oeste,2023
-34.958846,-58.089992,2025-06-05,Intervencion Policial,Barrio Universitario,2023
-34.940897,-57.809374,2024-02-24,Recuperado,Centro,2023
-34.955858,-57.833401,2024-06-04,Intervencion Policial,Nueva República,2024
-34.898544,-58.090071,2024-08-20,Hallazgo de Automotor,Zona Norte,2023
-34.897300,-57.823259,2025-08-05,Intervencion Policial,Zona Norte,2023
-34.798712,-58.060886,2026-03-01,Intervencion Policial,Ángel Etcheverry,2024
-34.779827,-58.049766,2023-08-15,Intervencion Policial,Abella,2023
-34.897133,-58.029308,2024-10-31,Hallazgo de Automotor,Nueva República,2024
-34.845983,-58.048750,2024-06-03,Hallazgo de Automotor,Parque Saavedra,2024
-34.891032,-58.057806,2023-12-01,Intervencion Policial,Nueva República,2023
-34.877517,-58.000582,2023-03-05,Asiste Policia y Libera,Barrio Universitario,2023
-34.970993,-57.950344,2025-05-10,Recuperado,Zona Norte,2024
-35.055742,-57.815618,2025-12-23,Recuperado,Barrio Universitario,2024
-34.775150,-57.820914,2024-07-08,Intervencion Policial,Ringuelet,2023
-35.005564,-57.978110,2025-09-02,Hallazgo de Automotor,Barrio Universitario,2023
-34.841355,-57.843703,2024-02-21,Intervencion Policial,Tolosa,2024
-35.070730,-57.872100,2024-06-25,Recuperado,Centro,2024
-34.997324,-57.889135,2026-02-15,Asiste Policia y Libera,Parque Saavedra,2023
-34.997419,-57.987977,2025-02-22,Sin Recurso Policial,Ringuelet,2024
-34.903710,-58.083916,2024-10-26,Asiste Policia y Libera,San Carlos,2023
-34.942858,-57.856191,2025-08-20,Recuperado,Barrio Universitario,2023
-34.811443,-57.844431,2024-02-25,Recuperado,Centro,2023
-34.932279,-58.078707,2024-07-27,Recuperado,Abella,2023
-34.848801,-57.914060,2025-05-19,Intervencion Policial,Este,2024
-35.036390,-57.938896,2024-06-25,Hallazgo de Automotor,Villa Elvira,2024
-34.888710,-57.959900,2025-06-24,Recuperado,Oeste,2023
-35.019649,-58.030653,2026-01-27,Recuperado,Centro,2024
-34.998871,-57.894779,2024-11-15,Recuperado,Gonnet,2024
-34.896590,-58.064932,2025-06-05,Sin Recurso Policial,Tolosa,2024
-34.794211,-57.966381,2023-11-10,Intervencion Policial,Oeste,2023
-35.033371,-57.916748,2024-09-06,Sin Recurso Policial,Zona Norte,2023
-35.066748,-58.091794,2023-05-23,Sin Recurso Policial,Oeste,2023
-35.056879,-57.864422,2024-02-03,Intervencion Policial,Este,2023
-34.993123,-58.086244,2026-04-21,Intervencion Policial,Zona Norte,2023
-34.859008,-57.806858,2024-06-21,Hallazgo de Automotor,Los Hornos,2024
-34.775484,-57.865218,2023-10-28,Sin Recurso Policial,San Carlos,2023
-35.050193,-57.956450,2023-12-27,Hallazgo de Automotor,Nueva República,2023
-34.787120,-57.914041,2023-11-15,Hallazgo de Automotor,Gonnet,2023
-35.040006,-57.919295,2025-05-13,Sin Recurso Policial,Ángel Etcheverry,2023
-34.953234,-57.881525,2024-02-10,Sin Recurso Policial,Abella,2024
-34.955840,-57.922456,2024-12-19,Recuperado,Ángel Etcheverry,2023
-34.786940,-57.882459,2026-01-25,Hallazgo de Automotor,Nueva República,2024
-34.852201,-57.850742,2023-10-19,Intervencion Policial,Zona Norte,2023
-34.788830,-57.957079,2025-05-10,Hallazgo de Automotor,Nueva República,2024
-34.930815,-58.033309,2023-10-15,Recuperado,Villa Elvira,2023
-34.897037,-57.865792,2024-02-20,Hallazgo de Automotor,Gonnet,2024
-34.848022,-57.901167,2024-04-15,Sin Recurso Policial,Gonnet,2023
-34.987448,-58.018988,2024-12-03,Intervencion Policial,Villa Elvira,2024
-34.915599,-57.838822,2026-01-19,Recuperado,Abella,2023
-35.016766,-57.889345,2024-10-02,Intervencion Policial,Zona Norte,2023
-34.908561,-58.084428,2025-12-17,Hallazgo de Automotor,Zona Norte,2024
-34.880498,-58.054934,2025-12-29,Asiste Policia y Libera,Ángel Etcheverry,2023
-34.793991,-58.077984,2023-06-11,Asiste Policia y Libera,Ángel Etcheverry,2023
-35.000370,-57.852857,2023-08-31,Asiste Policia y Libera,Nueva República,2023
